catalog_evidence,digest,duplicate_of,error,observations,observed_at,parser,parser_version,reason,snapshot_id,source,status,target_id,timestamp,url
research/verification/2026-09-12/event-list/asp/r00_web_archive_org.json,L5NCKU56NNZ2EDY76VEABQZE4BEQ5LPX,,,87,2011-12-06T19:21:42+00:00,swingdancecouncil.events,2,,snap_20260913T050603Z_94f4a330dd97,swingdancecouncil,parsed,516fc6ce8f6d8115d1cbe3b7,20111206192142,http://www.swingdancecouncil.com:80/ActiveServerPages/UpcomingEvents.asp
research/verification/2026-09-12/event-list/asp3/r05_web_archive_org.json,,,,237,2017-06-06T18:08:40+00:00,wsdc_calendar.events,7,,snap_20260913T051244Z_a3c08b0b73ee,wsdc_calendar,parsed,54307aab885b658635123c9a,20170606180840,https://www.worldsdc.com/event-calendar/
research/verification/2026-09-12/event-list/asp3/r05_web_archive_org.json,,,,206,2023-02-08T18:28:40+00:00,wsdc_calendar.events,7,,snap_20260913T052804Z_e1e669041068,wsdc_calendar,parsed,5479a2e65d9057b4d98b4488,20230208182840,https://www.worldsdc.com/events/
research/verification/2026-09-12/event-list/asp3/r05_web_archive_org.json,,,,0,2019-11-06T15:57:09+00:00,wsdc_calendar.events,7,,snap_20260913T051653Z_ae6f20851109,wsdc_calendar,empty,54cf3f4439abc66beb6f07f1,20191106155709,https://www.worldsdc.com/print-event-list/
research/verification/2026-09-12/event-list/asp/r00_web_archive_org.json,QOLOZ62QOLFS45V2ZMNYEJPCUA6ED46R,,,84,2009-08-18T01:19:36+00:00,swingdancecouncil.events,2,,snap_20260913T050433Z_b749ee48056f,swingdancecouncil,parsed,56bd7112aa9cfe8f80c9976b,20090818011936,http://www.swingdancecouncil.com:80/ActiveServerPages/UpcomingEvents.asp
research/verification/2026-09-12/event-list/asp3/r05_web_archive_org.json,,,,0,2021-01-17T18:03:46+00:00,wsdc_calendar.events,7,,snap_20260913T052033Z_fa0bed17bfea,wsdc_calendar,empty,58643846a1b420b6216a80b8,20210117180346,https://www.worldsdc.com/print-event-list/
research/verification/2026-09-12/event-list/asp3/r05_web_archive_org.json,,,,50,2020-08-04T17:14:28+00:00,wsdc_calendar.events,7,,snap_20260913T051803Z_cf7f14e31355,wsdc_calendar,parsed,59fc44896cee75fe12a8eb4c,20200804171428,https://www.worldsdc.com/events/
research/verification/2026-09-12/event-list/asp3/r05_web_archive_org.json,,,,0,2023-03-22T02:14:41+00:00,wsdc_calendar.events,7,,snap_20260913T052813Z_73565b878eae,wsdc_calendar,empty,5b48dc5411b24adc34a0503d,20230322021441,https://www.worldsdc.com/print-event-list/
archive_query:acb6968299105098fb095768e7a6c6661e62b4d85ef3140df78c2ec9c60954e6,KGKIBJ5GFFXG64C26X4R5RV5CZ3AAJSB,,,109,2024-09-30T16:53:21+00:00,wsdc_calendar.events,7,,snap_20260913T055320Z_474ef226d4a5,wsdc_calendar,parsed,5c551ed2f1fd305dc7b73e0e,20240930165321,https://www.worldsdc.com/events/
research/verification/2026-09-12/event-list/asp3/r05_web_archive_org.json,,,,133,2023-04-09T00:34:06+00:00,wsdc_calendar.events,7,,snap_20260913T052834Z_980218abecff,wsdc_calendar,parsed,5d57ffa5f519f0ca0f1ada55,20230409003406,https://www.worldsdc.com/events/
research/verification/2026-09-12/event-list/asp3/r05_web_archive_org.json,,,,62,2022-03-30T02:40:38+00:00,wsdc_calendar.events,7,,snap_20260913T052554Z_9d33672cd3e2,wsdc_calendar,parsed,5d5803777131af144e04d237,20220330024038,https://www.worldsdc.com/events-map/
snap_20260913T052900Z_00e38790862b,,,,0,2026-09-13T05:33:54.086054+00:00,wsdc_newsletter.events,6,,snap_20260913T053354Z_b7a224d7799f,wsdc_newsletter,empty,5d65c2e1953fcff210252487,,http://www.worldsdc.com/wp-content/uploads/2022/02/WSDC-Newsletter-Vol-21-February-2022-1.pdf
research/verification/2026-09-12/event-list/asp3/r05_web_archive_org.json,,,,87,2022-12-03T15:08:52+00:00,wsdc_calendar.events,7,,snap_20260913T052744Z_6206c331a747,wsdc_calendar,parsed,5dd946f993d361dc0d1b5ed5,20221203150852,https://www.worldsdc.com/events-map/
snap_20260913T052900Z_00e38790862b,,,,0,2026-09-13T05:32:33.845728+00:00,wsdc_newsletter.events,6,,snap_20260913T053233Z_b00e313eecfa,wsdc_newsletter,empty,5e5ae7f44f03ced7ae98122e,,http://www.worldsdc.com/wp-content/uploads/2020/12/WSDC-Newsletter-Vol-16-December-2020.pdf
research/verification/2026-09-12/event-list/asp3/r05_web_archive_org.json,,,,499,2022-01-18T20:01:23+00:00,wsdc_calendar.events,7,,snap_20260913T052503Z_8d6dd61630dd,wsdc_calendar,parsed,60d215c8c0b614f4183762c9,20220118200123,https://www.worldsdc.com/event-calendar/
research/verification/2026-09-12/event-list/asp/r00_web_archive_org.json,WQK66LFWNLEGL2QGDGNTJKHQVFKUG3HM,06e2519153891fc0a6270a34,,,,swingdancecouncil.events,,,snap_20260913T050903Z_eeca76f57b94,swingdancecouncil,duplicate,6100d85b45d46a1ae3599aa7,20150915085337,http://www.swingdancecouncil.com:80/ActiveServerPages/NonRegUpcomingEvents.asp
