evidence_json,kind,owner_id,owner_kind,snapshot_id,subject_id,subject_kind,suggested_override,summary
"{""candidates"":[],""printed_name"":""Floorplays New Years Swing Vacation"",""year"":2010}",series_alias,2010,history_year,snap_20260913T050503Z_1dc9d7a88150,2010-01:floorplays-new-years-swing-vacation,history_listing,"Floorplays New Years Swing Vacation,listed-floorplays-new-years-swing-vacation,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""New Years Dancin Eve"",""year"":2010}",series_alias,2010,history_year,snap_20260913T050503Z_1dc9d7a88150,2010-01:new-years-dancin-eve,history_listing,"New Years Dancin Eve,listed-new-years-dancin-eve,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""Capital S.D.President's Day Weekend Convention"",""year"":2010}",series_alias,2010,history_year,snap_20260913T050433Z_b749ee48056f,2010-02:capital-s-d-president-s-day-weekend-convention,history_listing,"Capital S.D.President's Day Weekend Convention,listed-capital-s-d-president-s-day-weekend-convention,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""Swingin' Down The Mersey"",""year"":2010}",series_alias,2010,history_year,snap_20260913T050443Z_6a757e752fa4,2010-02:swingin-down-the-mersey,history_listing,"Swingin' Down The Mersey,listed-swingin-down-the-mersey,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""Los Angeles Premier Dance Classic"",""year"":2010}",series_alias,2010,history_year,snap_20260913T050503Z_1dc9d7a88150,2010-04:los-angeles-premier-dance-classic,history_listing,"Los Angeles Premier Dance Classic,listed-los-angeles-premier-dance-classic,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""Music City Swing Dance Championships"",""year"":2010}",series_alias,2010,history_year,snap_20260913T050433Z_b749ee48056f,2010-04:music-city-swing-dance-championships,history_listing,"Music City Swing Dance Championships,listed-music-city-swing-dance-championships,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""Seattle Easter Swing"",""year"":2010}",series_alias,2010,history_year,snap_20260913T050503Z_1dc9d7a88150,2010-04:seattle-easter-swing,history_listing,"Seattle Easter Swing,listed-seattle-easter-swing,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""U.K. WCS Dance Championships"",""year"":2010}",series_alias,2010,history_year,snap_20260913T050503Z_1dc9d7a88150,2010-04:u-k-wcs-dance-championships,history_listing,"U.K. WCS Dance Championships,listed-u-k-wcs-dance-championships,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""USA J & J Swing Dance Championships"",""year"":2010}",series_alias,2010,history_year,snap_20260913T050503Z_1dc9d7a88150,2010-04:usa-j-j-swing-dance-championships,history_listing,"USA J & J Swing Dance Championships,listed-usa-j-j-swing-dance-championships,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""Easterns Dance Challenge"",""year"":2010}",series_alias,2010,history_year,snap_20260913T050503Z_1dc9d7a88150,2010-05:easterns-dance-challenge,history_listing,"Easterns Dance Challenge,listed-easterns-dance-challenge,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""FreZnoDance Classic"",""year"":2010}",series_alias,2010,history_year,snap_20260913T050503Z_1dc9d7a88150,2010-05:freznodance-classic,history_listing,"FreZnoDance Classic,listed-freznodance-classic,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""Liberty Swing Championships"",""year"":2010}",series_alias,2010,history_year,snap_20260913T050503Z_1dc9d7a88150,2010-06:liberty-swing-championships,history_listing,"Liberty Swing Championships,listed-liberty-swing-championships,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""Big Apple Country Dance"",""year"":2010}",series_alias,2010,history_year,snap_20260913T050503Z_1dc9d7a88150,2010-07:big-apple-country-dance,history_listing,"Big Apple Country Dance,listed-big-apple-country-dance,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""GPSDC Annual July 4th Convention"",""year"":2010}",series_alias,2010,history_year,snap_20260913T050503Z_1dc9d7a88150,2010-07:gpsdc-annual-july-convention,history_listing,"GPSDC Annual July 4th Convention,listed-gpsdc-annual-july-convention,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""Miami Dance Magic"",""year"":2010}",series_alias,2010,history_year,snap_20260913T050503Z_1dc9d7a88150,2010-07:miami-dance-magic,history_listing,"Miami Dance Magic,listed-miami-dance-magic,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[""wsdc-47"",""wsdc-66""],""printed_name"":""Swingtime in the Rockies"",""year"":2010}",series_alias,2010,history_year,snap_20260913T050503Z_1dc9d7a88150,2010-07:swingtime-in-the-rockies,history_listing,"Swingtime in the Rockies,listed-swingtime-in-the-rockies,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""The City of Lights"",""year"":2010}",series_alias,2010,history_year,snap_20260913T050503Z_1dc9d7a88150,2010-07:the-city-of-lights,history_listing,"The City of Lights,listed-the-city-of-lights,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""Toronto Open Swing Dance Championships"",""year"":2010}",series_alias,2010,history_year,snap_20260913T050433Z_b749ee48056f,2010-07:toronto-open-swing-dance-championships,history_listing,"Toronto Open Swing Dance Championships,listed-toronto-open-swing-dance-championships,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""Wisconsin Dance Challenge"",""year"":2010}",series_alias,2010,history_year,snap_20260913T050503Z_1dc9d7a88150,2010-07:wisconsin-dance-challenge,history_listing,"Wisconsin Dance Challenge,listed-wisconsin-dance-challenge,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""World Hustle Dance Championships"",""year"":2010}",series_alias,2010,history_year,snap_20260913T050503Z_1dc9d7a88150,2010-07:world-hustle-dance-championships,history_listing,"World Hustle Dance Championships,listed-world-hustle-dance-championships,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""World Swing Dance Champ's"",""year"":2010}",series_alias,2010,history_year,snap_20260913T050503Z_1dc9d7a88150,2010-07:world-swing-dance-champ-s,history_listing,"World Swing Dance Champ's,listed-world-swing-dance-champ-s,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""Palm Springs Swing Dance Classic / Summer Dance Camp"",""year"":2010}",series_alias,2010,history_year,snap_20260913T050503Z_1dc9d7a88150,2010-08:palm-springs-swing-dance-classic-summer-dance-camp,history_listing,"Palm Springs Swing Dance Classic / Summer Dance Camp,listed-palm-springs-swing-dance-classic-summer-dance-camp,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""World Dance Masters"",""year"":2010}",series_alias,2010,history_year,snap_20260913T050503Z_1dc9d7a88150,2010-08:world-dance-masters,history_listing,"World Dance Masters,listed-world-dance-masters,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""Halloween In Harrisburg & SwingZing"",""year"":2010}",series_alias,2010,history_year,snap_20260913T050503Z_1dc9d7a88150,2010-10:halloween-in-harrisburg-swingzing,history_listing,"Halloween In Harrisburg & SwingZing,listed-halloween-in-harrisburg-swingzing,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""SeaToSky West Coast Swing Championships"",""year"":2010}",series_alias,2010,history_year,snap_20260913T050503Z_1dc9d7a88150,2010-10:seatosky-west-coast-swing-championships,history_listing,"SeaToSky West Coast Swing Championships,listed-seatosky-west-coast-swing-championships,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""Tulsa Fall Fling"",""year"":2010}",series_alias,2010,history_year,snap_20260913T050443Z_6a757e752fa4,2010-10:tulsa-fall-fling,history_listing,"Tulsa Fall Fling,listed-tulsa-fall-fling,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""Virginia State Open Swing Dance Championships"",""year"":2010}",series_alias,2010,history_year,snap_20260913T050503Z_1dc9d7a88150,2010-11:virginia-state-open-swing-dance-championships,history_listing,"Virginia State Open Swing Dance Championships,listed-virginia-state-open-swing-dance-championships,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""West Coast Dance Challenge Seattle Super Swing Weekend"",""year"":2010}",series_alias,2010,history_year,snap_20260913T050503Z_1dc9d7a88150,2010-11:west-coast-dance-challenge-seattle-super-swing-weekend,history_listing,"West Coast Dance Challenge Seattle Super Swing Weekend,listed-west-coast-dance-challenge-seattle-super-swing-weekend,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""Capital Swing Cup"",""year"":2010}",series_alias,2010,history_year,snap_20260913T050443Z_6a757e752fa4,2010-12:capital-swing-cup,history_listing,"Capital Swing Cup,listed-capital-swing-cup,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""New Years Dancin Eve"",""year"":2010}",series_alias,2010,history_year,snap_20260913T050433Z_b749ee48056f,2010-12:new-years-dancin-eve,history_listing,"New Years Dancin Eve,listed-new-years-dancin-eve,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""Palm Springs New Year's Swingin' Dance Camp"",""year"":2010}",series_alias,2010,history_year,snap_20260913T050503Z_1dc9d7a88150,2010-12:palm-springs-new-year-s-swingin-dance-camp,history_listing,"Palm Springs New Year's Swingin' Dance Camp,listed-palm-springs-new-year-s-swingin-dance-camp,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""FloorPlay Orlando Swing Vacation"",""year"":2011}",series_alias,2011,history_year,snap_20260913T050603Z_94f4a330dd97,2011-01:floorplay-orlando-swing-vacation,history_listing,"FloorPlay Orlando Swing Vacation,listed-floorplay-orlando-swing-vacation,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""Floorplays New Years Swing Vacation"",""year"":2011}",series_alias,2011,history_year,snap_20260913T050433Z_b749ee48056f,2011-01:floorplays-new-years-swing-vacation,history_listing,"Floorplays New Years Swing Vacation,listed-floorplays-new-years-swing-vacation,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""New Years Dance Extravaganza"",""year"":2011}",series_alias,2011,history_year,snap_20260913T050603Z_94f4a330dd97,2011-01:new-years-dance-extravaganza,history_listing,"New Years Dance Extravaganza,listed-new-years-dance-extravaganza,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""New Years Dancin Eve"",""year"":2011}",series_alias,2011,history_year,snap_20260913T050523Z_599faad414ce,2011-01:new-years-dancin-eve,history_listing,"New Years Dancin Eve,listed-new-years-dancin-eve,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""Palm Springs New Year's Swingin' Dance Camp"",""year"":2011}",series_alias,2011,history_year,snap_20260913T050603Z_94f4a330dd97,2011-01:palm-springs-new-year-s-swingin-dance-camp,history_listing,"Palm Springs New Year's Swingin' Dance Camp,listed-palm-springs-new-year-s-swingin-dance-camp,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""Spotlight Dance Celebration"",""year"":2011}",series_alias,2011,history_year,snap_20260913T050603Z_94f4a330dd97,2011-01:spotlight-dance-celebration,history_listing,"Spotlight Dance Celebration,listed-spotlight-dance-celebration,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""Toronto International Swing Dance Championships"",""year"":2011}",series_alias,2011,history_year,snap_20260913T050503Z_1dc9d7a88150,2011-02:toronto-international-swing-dance-championships,history_listing,"Toronto International Swing Dance Championships,listed-toronto-international-swing-dance-championships,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""Miami Dance Magic"",""year"":2011}",series_alias,2011,history_year,snap_20260913T050513Z_91f15ae62698,2011-07:miami-dance-magic,history_listing,"Miami Dance Magic,listed-miami-dance-magic,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[""wsdc-47"",""wsdc-66""],""printed_name"":""Swingtime in the Rockies"",""year"":2011}",series_alias,2011,history_year,snap_20260913T050523Z_599faad414ce,2011-07:swingtime-in-the-rockies,history_listing,"Swingtime in the Rockies,listed-swingtime-in-the-rockies,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""Palm Springs Swing Dance Classic / Summer Dance Camp"",""year"":2011}",series_alias,2011,history_year,snap_20260913T050523Z_599faad414ce,2011-08:palm-springs-swing-dance-classic-summer-dance-camp,history_listing,"Palm Springs Swing Dance Classic / Summer Dance Camp,listed-palm-springs-swing-dance-classic-summer-dance-camp,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""World Dance Masters"",""year"":2011}",series_alias,2011,history_year,snap_20260913T050523Z_599faad414ce,2011-08:world-dance-masters,history_listing,"World Dance Masters,listed-world-dance-masters,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""Australian Open West Coast Swing Dance Champ's"",""year"":2011}",series_alias,2011,history_year,snap_20260913T050533Z_9b70788c5a8a,2011-10:australian-open-west-coast-swing-dance-champ-s,history_listing,"Australian Open West Coast Swing Dance Champ's,listed-australian-open-west-coast-swing-dance-champ-s,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""SeaToSky West Coast Swing Dance Champ's"",""year"":2011}",series_alias,2011,history_year,snap_20260913T050533Z_9b70788c5a8a,2011-10:seatosky-west-coast-swing-dance-champ-s,history_listing,"SeaToSky West Coast Swing Dance Champ's,listed-seatosky-west-coast-swing-dance-champ-s,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""The New Zealand Open Swing Dance Championships"",""year"":2011}",series_alias,2011,history_year,snap_20260913T050533Z_9b70788c5a8a,2011-10:the-new-zealand-open-swing-dance-championships,history_listing,"The New Zealand Open Swing Dance Championships,listed-the-new-zealand-open-swing-dance-championships,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""West Coast Dance Challenge"",""year"":2011}",series_alias,2011,history_year,snap_20260913T050533Z_9b70788c5a8a,2011-11:west-coast-dance-challenge,history_listing,"West Coast Dance Challenge,listed-west-coast-dance-challenge,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""Christmas In Dixie"",""year"":2011}",series_alias,2011,history_year,snap_20260913T050553Z_63f77fe501d5,2011-12:christmas-in-dixie,history_listing,"Christmas In Dixie,listed-christmas-in-dixie,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""Dutch Open Championships"",""year"":2011}",series_alias,2011,history_year,snap_20260913T050553Z_63f77fe501d5,2011-12:dutch-open-championships,history_listing,"Dutch Open Championships,listed-dutch-open-championships,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""FloorPlay Orlando Swing Vacation"",""year"":2011}",series_alias,2011,history_year,snap_20260913T050523Z_599faad414ce,2011-12:floorplay-orlando-swing-vacation,history_listing,"FloorPlay Orlando Swing Vacation,listed-floorplay-orlando-swing-vacation,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""date_spans"":[[""2012-09"",""2012-09""],[""2012-09-13"",""2012-09-16""]],""year"":2012}",event_alias,2012,history_year,,2012-09-bridgetown-swing-boogie,event,,Multiple dated editions match one registry occurrence
"{""date_spans"":[[""2012-09-05"",""2012-09-08""],[""2012-09-06"",""2012-09-09""]],""year"":2012}",event_alias,2012,history_year,,2012-09-river-city-swing,event,,Multiple dated editions match one registry occurrence
"{""candidates"":[],""printed_name"":""America's Classic Championships"",""year"":2012}",series_alias,2012,history_year,snap_20260913T050613Z_a7106c385749,2012-01:america-s-classic-championships,history_listing,"America's Classic Championships,listed-america-s-classic-championships,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""FloorPlay Orlando Swing Vacation"",""year"":2012}",series_alias,2012,history_year,snap_20260913T050603Z_94f4a330dd97,2012-01:floorplay-orlando-swing-vacation,history_listing,"FloorPlay Orlando Swing Vacation,listed-floorplay-orlando-swing-vacation,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""West Coast Swing BudaFest"",""year"":2012}",series_alias,2012,history_year,snap_20260913T050613Z_a7106c385749,2012-01:west-coast-swing-budafest,history_listing,"West Coast Swing BudaFest,listed-west-coast-swing-budafest,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""Capital S.D.President's Day Weekend Convention"",""year"":2012}",series_alias,2012,history_year,snap_20260913T050613Z_a7106c385749,2012-02:capital-s-d-president-s-day-weekend-convention,history_listing,"Capital S.D.President's Day Weekend Convention,listed-capital-s-d-president-s-day-weekend-convention,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""City of Angels Swing"",""year"":2012}",series_alias,2012,history_year,snap_20260913T050613Z_a7106c385749,2012-04:city-of-angels-swing,history_listing,"City of Angels Swing,listed-city-of-angels-swing,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""IHSC"",""year"":2012}",series_alias,2012,history_year,snap_20260913T050613Z_a7106c385749,2012-04:ihsc,history_listing,"IHSC,listed-ihsc,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""Seattle Easter Swing"",""year"":2012}",series_alias,2012,history_year,snap_20260913T050613Z_a7106c385749,2012-04:seattle-easter-swing,history_listing,"Seattle Easter Swing,listed-seattle-easter-swing,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""DFW proAMjam"",""year"":2012}",series_alias,2012,history_year,snap_20260913T050633Z_04b39eb0707f,2012-05:dfw-proamjam,history_listing,"DFW proAMjam,listed-dfw-proamjam,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""Southern Oregon Swing"",""year"":2012}",series_alias,2012,history_year,snap_20260913T050623Z_d97f842d3cbc,2012-05:southern-oregon-swing,history_listing,"Southern Oregon Swing,listed-southern-oregon-swing,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""USA Grand National Dance Championship"",""year"":2012}",series_alias,2012,history_year,snap_20260913T050633Z_04b39eb0707f,2012-05:usa-grand-national-dance-championship,history_listing,"USA Grand National Dance Championship,listed-usa-grand-national-dance-championship,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""Liberty Swing Championships"",""year"":2012}",series_alias,2012,history_year,snap_20260913T050633Z_04b39eb0707f,2012-06:liberty-swing-championships,history_listing,"Liberty Swing Championships,listed-liberty-swing-championships,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""The Canadian Open"",""year"":2012}",series_alias,2012,history_year,snap_20260913T050623Z_d97f842d3cbc,2012-06:the-canadian-open,history_listing,"The Canadian Open,listed-the-canadian-open,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""GPSDC Annual July 4th Convention"",""year"":2012}",series_alias,2012,history_year,snap_20260913T050643Z_3b5c53c6d4d5,2012-07:gpsdc-annual-july-convention,history_listing,"GPSDC Annual July 4th Convention,listed-gpsdc-annual-july-convention,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""Miami Dance Magic"",""year"":2012}",series_alias,2012,history_year,snap_20260913T050643Z_3b5c53c6d4d5,2012-07:miami-dance-magic,history_listing,"Miami Dance Magic,listed-miami-dance-magic,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[""wsdc-47"",""wsdc-66""],""printed_name"":""Swingtime in the Rockies"",""year"":2012}",series_alias,2012,history_year,snap_20260913T050643Z_3b5c53c6d4d5,2012-07:swingtime-in-the-rockies,history_listing,"Swingtime in the Rockies,listed-swingtime-in-the-rockies,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""The City of Lights"",""year"":2012}",series_alias,2012,history_year,snap_20260913T050653Z_5cf4ae4e6585,2012-07:the-city-of-lights,history_listing,"The City of Lights,listed-the-city-of-lights,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""Wisconsin Dance Challenge"",""year"":2012}",series_alias,2012,history_year,snap_20260913T050643Z_3b5c53c6d4d5,2012-07:wisconsin-dance-challenge,history_listing,"Wisconsin Dance Challenge,listed-wisconsin-dance-challenge,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""World Hustle Dance Championships"",""year"":2012}",series_alias,2012,history_year,snap_20260913T050633Z_04b39eb0707f,2012-07:world-hustle-dance-championships,history_listing,"World Hustle Dance Championships,listed-world-hustle-dance-championships,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""World Swing Dance Champ's"",""year"":2012}",series_alias,2012,history_year,snap_20260913T050633Z_04b39eb0707f,2012-07:world-swing-dance-champ-s,history_listing,"World Swing Dance Champ's,listed-world-swing-dance-champ-s,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""Asian Swing Championships"",""year"":2012}",series_alias,2012,history_year,snap_20260913T050653Z_5cf4ae4e6585,2012-08:asian-swing-championships,history_listing,"Asian Swing Championships,listed-asian-swing-championships,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""Palm Springs Swingin' Summer Dance Camp"",""year"":2012}",series_alias,2012,history_year,snap_20260913T050643Z_3b5c53c6d4d5,2012-08:palm-springs-swingin-summer-dance-camp,history_listing,"Palm Springs Swingin' Summer Dance Camp,listed-palm-springs-swingin-summer-dance-camp,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""Southern Oregon Swing"",""year"":2012}",series_alias,2012,history_year,snap_20260913T050553Z_63f77fe501d5,2012-08:southern-oregon-swing,history_listing,"Southern Oregon Swing,listed-southern-oregon-swing,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""World Dance Masters"",""year"":2012}",series_alias,2012,history_year,snap_20260913T050643Z_3b5c53c6d4d5,2012-08:world-dance-masters,history_listing,"World Dance Masters,listed-world-dance-masters,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[""wsdc-191"",""wsdc-230""],""printed_name"":""Sunny Side Dance Camp"",""year"":2012}",series_alias,2012,history_year,snap_20260913T050703Z_0dc4bfe1a4a1,2012-09:sunny-side-dance-camp,history_listing,"Sunny Side Dance Camp,listed-sunny-side-dance-camp,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""Vermont Swing Championships"",""year"":2012}",series_alias,2012,history_year,snap_20260913T050703Z_0dc4bfe1a4a1,2012-09:vermont-swing-championships,history_listing,"Vermont Swing Championships,listed-vermont-swing-championships,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""Australian Open West Coast Swing Dance Champ's"",""year"":2012}",series_alias,2012,history_year,snap_20260913T050703Z_0dc4bfe1a4a1,2012-10:australian-open-west-coast-swing-dance-champ-s,history_listing,"Australian Open West Coast Swing Dance Champ's,listed-australian-open-west-coast-swing-dance-champ-s,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""Houston Swing Classic"",""year"":2012}",series_alias,2012,history_year,snap_20260913T050653Z_5cf4ae4e6585,2012-10:houston-swing-classic,history_listing,"Houston Swing Classic,listed-houston-swing-classic,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""Montreal Dance Festival"",""year"":2012}",series_alias,2012,history_year,snap_20260913T050703Z_0dc4bfe1a4a1,2012-10:montreal-dance-festival,history_listing,"Montreal Dance Festival,listed-montreal-dance-festival,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""SeaToSky West Coast Swing Dance Champ's"",""year"":2012}",series_alias,2012,history_year,snap_20260913T050603Z_94f4a330dd97,2012-10:seatosky-west-coast-swing-dance-champ-s,history_listing,"SeaToSky West Coast Swing Dance Champ's,listed-seatosky-west-coast-swing-dance-champ-s,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""The New Zealand Open Swing Dance Championships"",""year"":2012}",series_alias,2012,history_year,snap_20260913T050703Z_0dc4bfe1a4a1,2012-10:the-new-zealand-open-swing-dance-championships,history_listing,"The New Zealand Open Swing Dance Championships,listed-the-new-zealand-open-swing-dance-championships,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""Tulsa Fall Fling"",""year"":2012}",series_alias,2012,history_year,snap_20260913T050653Z_5cf4ae4e6585,2012-10:tulsa-fall-fling,history_listing,"Tulsa Fall Fling,listed-tulsa-fall-fling,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""SeaToSky West Coast Swing Dance Champ's"",""year"":2012}",series_alias,2012,history_year,snap_20260913T050703Z_0dc4bfe1a4a1,2012-11:seatosky-west-coast-swing-dance-champ-s,history_listing,"SeaToSky West Coast Swing Dance Champ's,listed-seatosky-west-coast-swing-dance-champ-s,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""Christmas In Dixie"",""year"":2012}",series_alias,2012,history_year,snap_20260913T050553Z_63f77fe501d5,2012-12:christmas-in-dixie,history_listing,"Christmas In Dixie,listed-christmas-in-dixie,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""Dutch Open Championships"",""year"":2012}",series_alias,2012,history_year,snap_20260913T050653Z_5cf4ae4e6585,2012-12:dutch-open-championships,history_listing,"Dutch Open Championships,listed-dutch-open-championships,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""New Years Dance Extravaganza"",""year"":2012}",series_alias,2012,history_year,snap_20260913T050603Z_94f4a330dd97,2012-12:new-years-dance-extravaganza,history_listing,"New Years Dance Extravaganza,listed-new-years-dance-extravaganza,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""Spotlight Dance Celebration"",""year"":2012}",series_alias,2012,history_year,snap_20260913T050603Z_94f4a330dd97,2012-12:spotlight-dance-celebration,history_listing,"Spotlight Dance Celebration,listed-spotlight-dance-celebration,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
"{""candidates"":[],""printed_name"":""America's Classic Championships"",""year"":2013}",series_alias,2013,history_year,snap_20260913T050713Z_532a13011352,2013-01:america-s-classic-championships,history_listing,"America's Classic Championships,listed-america-s-classic-championships,swingdancecouncil,review series identity",Historical listing needs a reviewed series alias
