denominator_valid,detail_rows,detail_to_entry_ratio,entry_count,judge_count,mark_matrix_coverage,mark_matrix_denominator,marks,round_id,round_type,source
True,8,1.0,8,5,1.0,40,40,2025-10-atlanta-swing-classic/masters-strictly/final,final,eepro
True,10,0.5,20,7,1.0,70,70,2025-10-atlanta-swing-classic/newcomer-jj/final,final,eepro
True,64,1.0,64,10,0.5,640,320,2025-10-atlanta-swing-classic/newcomer-jj/prelim,prelim,eepro
True,15,0.5,30,7,1.0,105,105,2025-10-atlanta-swing-classic/novice-jj/final,final,eepro
True,213,1.0,213,10,0.5,2130,1065,2025-10-atlanta-swing-classic/novice-jj/prelim,prelim,eepro
True,118,1.0,118,10,0.5,1180,590,2025-10-atlanta-swing-classic/novice-jj/quarterfinal,quarterfinal,eepro
True,62,1.0,62,10,0.5,620,310,2025-10-atlanta-swing-classic/novice-jj/semifinal,semifinal,eepro
True,10,1.0,10,5,1.0,50,50,2025-10-atlanta-swing-classic/novice-strictly-new/final,final,eepro
True,42,1.0,42,5,1.0,210,210,2025-10-atlanta-swing-classic/novice-strictly-new/prelim,prelim,eepro
True,10,0.5,20,7,1.0,70,70,2025-10-halloween-swingthing/advanced-jj/final,final,eepro
True,70,1.0,70,8,0.5,560,280,2025-10-halloween-swingthing/advanced-jj/prelim,prelim,eepro
True,10,1.0,10,5,1.0,50,50,2025-10-halloween-swingthing/advanced-strictly/final,final,eepro
True,23,1.0,23,5,1.0,115,115,2025-10-halloween-swingthing/advanced-strictly/prelim,prelim,eepro
True,11,0.5,22,7,1.0,77,77,2025-10-halloween-swingthing/allstar-jj/final,final,eepro
True,58,1.0,58,8,0.5,464,232,2025-10-halloween-swingthing/allstar-jj/prelim,prelim,eepro
True,8,1.0,8,5,1.0,40,40,2025-10-halloween-swingthing/allstar-strictly/final,final,eepro
True,20,1.0,20,5,1.0,100,100,2025-10-halloween-swingthing/allstar-strictly/prelim,prelim,eepro
True,6,0.5,12,5,1.0,30,30,2025-10-halloween-swingthing/champion-jj/final,final,eepro
True,19,1.0,19,5,1.0,95,95,2025-10-halloween-swingthing/champion-jj/prelim,prelim,eepro
True,12,0.5,24,7,1.0,84,84,2025-10-halloween-swingthing/intermediate-jj/final,final,eepro
True,92,1.0,92,8,0.5,736,368,2025-10-halloween-swingthing/intermediate-jj/prelim,prelim,eepro
True,52,1.0,52,8,0.5,416,208,2025-10-halloween-swingthing/intermediate-jj/semifinal,semifinal,eepro
True,9,1.0,9,5,1.0,45,45,2025-10-halloween-swingthing/intermediate-strictly/final,final,eepro
True,24,1.0,24,5,1.0,120,120,2025-10-halloween-swingthing/intermediate-strictly/prelim,prelim,eepro
True,5,0.5,10,7,1.0,35,35,2025-10-halloween-swingthing/masters-jj/final,final,eepro
True,29,1.0,29,8,0.5,232,116,2025-10-halloween-swingthing/masters-jj/prelim,prelim,eepro
True,6,1.0,6,5,1.0,30,30,2025-10-halloween-swingthing/masters-strictly/final,final,eepro
True,12,1.0,12,5,1.0,60,60,2025-10-halloween-swingthing/monster-mash-all-american/final,final,eepro
True,57,1.0,57,5,1.0,285,285,2025-10-halloween-swingthing/monster-mash-all-american/prelim,prelim,eepro
True,29,1.0,29,5,1.0,145,145,2025-10-halloween-swingthing/monster-mash-all-american/semifinal,semifinal,eepro
True,5,0.5,10,7,1.0,35,35,2025-10-halloween-swingthing/newcomer-jj/final,final,eepro
True,18,1.0,18,8,0.5,144,72,2025-10-halloween-swingthing/newcomer-jj/prelim,prelim,eepro
True,12,0.5,24,7,1.0,84,84,2025-10-halloween-swingthing/novice-jj/final,final,eepro
True,127,1.0,127,8,0.5,1016,508,2025-10-halloween-swingthing/novice-jj/prelim,prelim,eepro
True,62,1.0,62,8,0.5,496,248,2025-10-halloween-swingthing/novice-jj/semifinal,semifinal,eepro
True,12,1.0,12,5,1.0,60,60,2025-10-halloween-swingthing/novice-strictly/final,final,eepro
True,28,1.0,28,5,1.0,140,140,2025-10-halloween-swingthing/novice-strictly/prelim,prelim,eepro
True,10,1.0,10,5,1.0,50,50,2025-10-halloween-swingthing/strictly-scary/final,final,eepro
True,7,1.0,7,5,1.0,35,35,2025-10-halloween-swingthing/strictly-switchly/final,final,eepro
True,17,1.0,17,5,1.0,85,85,2025-10-halloween-swingthing/strictly-switchly/prelim,prelim,eepro
True,7,0.5,14,7,1.0,49,49,2025-10-montreal-westie-fest/advanced-jj/final,final,wdr
True,14,0.424242,33,8,0.571429,112,64,2025-10-montreal-westie-fest/advanced-jj/prelim,prelim,wdr
True,5,0.5,10,5,1.0,25,25,2025-10-montreal-westie-fest/allstar-jj/final,final,wdr
True,10,0.526316,19,5,1.8,50,90,2025-10-montreal-westie-fest/allstar-jj/prelim,prelim,wdr
True,19,1.0,19,5,0.0,95,0,2025-10-montreal-westie-fest/intermediate-jj-pro-am-followers/final,final,wdr
True,11,1.0,11,5,0.0,55,0,2025-10-montreal-westie-fest/intermediate-jj-pro-am-leaders/final,final,wdr
True,10,0.5,20,7,1.0,70,70,2025-10-montreal-westie-fest/intermediate-jj/final,final,wdr
True,20,0.298507,67,8,0.65,160,104,2025-10-montreal-westie-fest/intermediate-jj/prelim,prelim,wdr
True,11,0.5,22,5,1.0,55,55,2025-10-montreal-westie-fest/intermediate-strictly/final,final,wdr
True,11,0.55,20,5,1.0,55,55,2025-10-montreal-westie-fest/intermediate-strictly/prelim,prelim,wdr
False,0,0.0,48,5,,0,0,2025-10-montreal-westie-fest/jj-non-lumbar/prelim,prelim,wdr
True,49,1.0,49,5,0.0,245,0,2025-10-montreal-westie-fest/newcomer-jj-pro-am-novice-followers/final,final,wdr
True,9,1.0,9,5,0.0,45,0,2025-10-montreal-westie-fest/newcomer-jj-pro-am-novice-leaders/final,final,wdr
True,10,0.5,20,7,1.0,70,70,2025-10-montreal-westie-fest/newcomer-jj/final,final,wdr
True,20,0.37037,54,8,0.6,160,96,2025-10-montreal-westie-fest/newcomer-jj/prelim,prelim,wdr
True,8,0.5,16,5,1.0,40,40,2025-10-montreal-westie-fest/newcomer-strictly-novice/final,final,wdr
True,8,0.470588,17,5,1.25,40,50,2025-10-montreal-westie-fest/newcomer-strictly-novice/prelim,prelim,wdr
True,15,0.5,30,7,1.0,105,105,2025-10-montreal-westie-fest/novice-jj/final,final,wdr
True,68,0.53125,128,8,0.463235,544,252,2025-10-montreal-westie-fest/novice-jj/prelim,prelim,wdr
True,30,0.441176,68,8,0.566667,240,136,2025-10-montreal-westie-fest/novice-jj/prelim-2,prelim,wdr
False,0,,0,5,,0,0,2025-10-montreal-westie-fest/open-pro-am/final,final,wdr
True,6,0.5,12,5,1.0,30,30,2025-10-montreal-westie-fest/open-strictly/final,final,wdr
True,7,0.5,14,5,1.0,35,35,2025-10-montreal-westie-fest/open-switchly-swing-open/final,final,wdr
True,6,0.5,12,5,1.0,30,30,2025-10-montreal-westie-fest/rising-star/final,final,wdr
True,10,0.5,20,7,1.0,70,70,2025-10-montreal-westie-fest/sophisticated-jj/final,final,wdr
True,20,0.512821,39,8,0.55,160,88,2025-10-montreal-westie-fest/sophisticated-jj/prelim,prelim,wdr
True,6,0.5,12,5,1.0,30,30,2025-10-sass/advanced-jj-all-star/final,final,eepro
True,23,1.0,23,5,1.0,115,115,2025-10-sass/advanced-jj-all-star/prelim,prelim,eepro
True,3,1.0,3,5,0.933333,15,14,2025-10-sass/advanced-jj-proam-follower/final,final,eepro
True,2,1.0,2,5,1.0,10,10,2025-10-sass/advanced-jj-proam-leader/final,final,eepro
True,9,1.0,9,5,0.866667,45,39,2025-10-sass/intermediate-jj-proam-follower/final,final,eepro
True,4,1.0,4,5,1.0,20,20,2025-10-sass/intermediate-jj-proam-leader/final,final,eepro
True,10,0.5,20,7,1.0,70,70,2025-10-sass/intermediate-jj/final,final,eepro
True,36,1.0,36,8,0.5,288,144,2025-10-sass/intermediate-jj/prelim,prelim,eepro
True,3,1.0,3,5,1.0,15,15,2025-10-sass/intermediate-strictly-proam/final,final,eepro
True,10,1.0,10,5,1.0,50,50,2025-10-sass/intermediate-strictly/final,final,eepro
True,16,1.0,16,5,0.8125,80,65,2025-10-sass/jj-proam-follower-new-nov/final,final,eepro
True,8,1.0,8,5,1.0,40,40,2025-10-sass/jj-proam-leader-new-nov/final,final,eepro
True,10,0.5,20,5,1.0,50,50,2025-10-sass/jj-spooky-all-american/final,final,eepro
True,17,1.0,17,5,1.0,85,85,2025-10-sass/jj-spooky-all-american/prelim,prelim,eepro
True,4,0.666667,6,7,1.0,28,28,2025-10-sass/masters-novice-jj/final,final,eepro
True,6,0.545455,11,7,1.0,42,42,2025-10-sass/masters-open-jj/final,final,eepro
True,5,0.5,10,7,1.0,35,35,2025-10-sass/newcomer-jj/final,final,eepro
True,25,1.0,25,8,0.5,200,100,2025-10-sass/newcomer-jj/prelim,prelim,eepro
True,11,0.5,22,7,1.0,77,77,2025-10-sass/novice-jj/final,final,eepro
True,59,1.0,59,8,0.5,472,236,2025-10-sass/novice-jj/prelim,prelim,eepro
True,7,1.0,7,5,1.0,35,35,2025-10-sass/novice-strictly/final,final,eepro
True,5,1.0,5,5,1.0,25,25,2025-10-sass/open-strictly/final,final,eepro
True,5,0.5,10,7,1.0,35,35,2025-10-sass/sophisticated-jj/final,final,eepro
True,16,1.0,16,8,0.5,128,64,2025-10-sass/sophisticated-jj/prelim,prelim,eepro
True,4,1.0,4,5,1.0,20,20,2025-10-sass/sophisticated-strictly/final,final,eepro
True,1,1.0,1,5,1.0,5,5,2025-10-sass/strictly-proam-new-nov/final,final,eepro
True,13,0.5,26,7,1.0,91,91,2025-10-swing-city-chicago/advanced-jj/final,final,wdr
True,26,0.419355,62,8,0.576923,208,120,2025-10-swing-city-chicago/advanced-jj/prelim,prelim,wdr
True,12,0.5,24,5,1.0,60,60,2025-10-swing-city-chicago/advanced-strictly/final,final,wdr
True,8,0.5,16,7,1.0,56,56,2025-10-swing-city-chicago/allstar-jj/final,final,wdr
True,16,0.516129,31,8,0.5,128,64,2025-10-swing-city-chicago/allstar-jj/prelim,prelim,wdr
True,7,0.5,14,5,1.0,35,35,2025-10-swing-city-chicago/allstar-strictly/final,final,wdr
True,7,0.583333,12,5,1.714286,35,60,2025-10-swing-city-chicago/allstar-strictly/prelim,prelim,wdr
True,12,0.5,24,7,1.0,84,84,2025-10-swing-city-chicago/intermediate-jj/final,final,wdr
True,40,0.444444,90,8,0.65,320,208,2025-10-swing-city-chicago/intermediate-jj/prelim,prelim,wdr
True,24,0.6,40,8,0.8125,192,156,2025-10-swing-city-chicago/intermediate-jj/prelim-2,prelim,wdr
False,0,,0,7,,0,0,2025-10-swing-city-chicago/intermediate-pro-am-advanced/final,final,wdr
True,9,0.6,15,5,0.0,45,0,2025-10-swing-city-chicago/intermediate-strictly-pro-am-followers/final,final,wdr
True,10,0.625,16,5,0.0,50,0,2025-10-swing-city-chicago/intermediate-strictly-pro-am-leaders/final,final,wdr
True,9,0.5,18,5,1.0,45,45,2025-10-swing-city-chicago/intermediate-strictly/final,final,wdr
True,9,0.692308,13,5,1.444444,45,65,2025-10-swing-city-chicago/intermediate-strictly/prelim,prelim,wdr
True,13,0.5,26,5,1.0,65,65,2025-10-swing-city-chicago/jj-all-american/final,final,wdr
True,23,0.5,46,5,1.0,115,115,2025-10-swing-city-chicago/jj-all-american/prelim,prelim,wdr
True,13,0.565217,23,5,0.923077,65,60,2025-10-swing-city-chicago/jj-all-american/prelim-2,prelim,wdr
True,10,0.5,20,7,1.0,70,70,2025-10-swing-city-chicago/masters-jj/final,final,wdr
True,20,0.47619,42,8,0.6,160,96,2025-10-swing-city-chicago/masters-jj/prelim,prelim,wdr
True,5,0.5,10,5,1.0,25,25,2025-10-swing-city-chicago/masters-strictly/final,final,wdr
True,12,0.5,24,7,1.0,84,84,2025-10-swing-city-chicago/newcomer-jj/final,final,wdr
True,24,0.48,50,8,0.541667,192,104,2025-10-swing-city-chicago/newcomer-jj/prelim,prelim,wdr
True,5,0.5,10,5,0.0,25,0,2025-10-swing-city-chicago/newcomer-strictly-pro-am-followers/final,final,wdr
True,5,0.555556,9,5,0.0,25,0,2025-10-swing-city-chicago/newcomer-strictly-pro-am-leaders/final,final,wdr
True,13,0.5,26,7,1.0,91,91,2025-10-swing-city-chicago/novice-jj/final,final,wdr
True,72,0.537313,134,8,0.513889,576,296,2025-10-swing-city-chicago/novice-jj/prelim,prelim,wdr
True,26,0.361111,72,8,0.5,208,104,2025-10-swing-city-chicago/novice-jj/prelim-2,prelim,wdr
False,0,,0,7,,0,0,2025-10-swing-city-chicago/novice-pro-am/final,final,wdr
True,23,0.676471,34,5,0.0,115,0,2025-10-swing-city-chicago/novice-strictly-pro-am-followers/final,final,wdr
True,11,0.52381,21,5,0.0,55,0,2025-10-swing-city-chicago/novice-strictly-pro-am-leaders/final,final,wdr
True,8,0.5,16,5,1.0,40,40,2025-10-swing-city-chicago/novice-strictly/final,final,wdr
True,8,0.615385,13,5,1.125,40,45,2025-10-swing-city-chicago/novice-strictly/prelim,prelim,wdr
True,4,0.5,8,5,0.95,20,19,2025-10-swing-city-chicago/rising-star/final,final,wdr
True,10,0.5,20,7,1.0,70,70,2025-10-swing-city-chicago/sophisticated-jj/final,final,wdr
True,20,0.344828,58,8,0.6,160,96,2025-10-swing-city-chicago/sophisticated-jj/prelim,prelim,wdr
True,8,0.5,16,5,1.0,40,40,2025-10-swing-city-chicago/strictly-generational/final,final,wdr
True,8,0.571429,14,5,1.125,40,45,2025-10-swing-city-chicago/strictly-generational/prelim,prelim,wdr
True,7,0.5,14,10,0.9,70,63,2025-10-swingside-invitational/advanced-jj/final,final,scoringdance
True,35,0.945946,37,13,0.487912,455,222,2025-10-swingside-invitational/advanced-jj/prelim,prelim,scoringdance
True,6,0.5,12,6,0.833333,36,30,2025-10-swingside-invitational/allstar-jj/final,final,scoringdance
True,22,1.0,22,9,0.444444,198,88,2025-10-swingside-invitational/allstar-jj/prelim,prelim,scoringdance
True,10,0.5,20,10,0.9,100,90,2025-10-swingside-invitational/intermediate-jj/final,final,scoringdance
True,61,0.859155,71,13,0.537201,793,426,2025-10-swingside-invitational/intermediate-jj/prelim,prelim,scoringdance
False,0,0.0,24,6,,0,120,2025-10-swingside-invitational/intermediate-strictly-advanced-all-stars/prelim,prelim,scoringdance
True,10,0.5,20,10,0.9,100,90,2025-10-swingside-invitational/newcomer-jj/final,final,scoringdance
True,64,0.941176,68,13,0.490385,832,408,2025-10-swingside-invitational/newcomer-jj/prelim,prelim,scoringdance
False,0,0.0,32,7,,0,192,2025-10-swingside-invitational/newcomer-strictly-novice/prelim,prelim,scoringdance
True,15,0.5,30,10,0.9,150,135,2025-10-swingside-invitational/novice-jj/final,final,scoringdance
True,136,0.888889,153,13,0.519231,1768,918,2025-10-swingside-invitational/novice-jj/prelim,prelim,scoringdance
True,78,1.0,78,13,0.461538,1014,468,2025-10-swingside-invitational/novice-jj/semifinal,semifinal,scoringdance
True,10,0.5,20,10,0.9,100,90,2025-10-swingside-invitational/sophisticated-jj-35y/final,final,scoringdance
True,64,0.969697,66,13,0.475962,832,396,2025-10-swingside-invitational/sophisticated-jj-35y/prelim,prelim,scoringdance
True,8,0.5,16,6,0.833333,48,40,2025-10-swingside-invitational/unknown/final,final,scoringdance
True,7,0.5,14,5,1.0,35,35,2025-10-swustlicious/advanced-jj/final,final,wdr
True,14,0.666667,21,8,0.714286,112,80,2025-10-swustlicious/advanced-jj/prelim,prelim,wdr
True,5,0.5,10,5,1.0,25,25,2025-10-swustlicious/allstar-jj/final,final,wdr
True,10,0.714286,14,7,1.4,70,98,2025-10-swustlicious/allstar-jj/prelim,prelim,wdr
True,11,0.5,22,5,1.0,55,55,2025-10-swustlicious/intermediate-jj/final,final,wdr
True,22,0.44898,49,8,0.545455,176,96,2025-10-swustlicious/intermediate-jj/prelim,prelim,wdr
True,6,0.5,12,5,1.0,30,30,2025-10-swustlicious/jj-crossover/final,final,wdr
True,12,0.48,25,6,0.583333,72,42,2025-10-swustlicious/jj-crossover/prelim,prelim,wdr
True,10,0.5,20,5,1.0,50,50,2025-10-swustlicious/masters-jj/final,final,wdr
True,20,0.5,40,8,0.6,160,96,2025-10-swustlicious/masters-jj/prelim,prelim,wdr
True,10,0.5,20,5,1.0,50,50,2025-10-swustlicious/novice-jj/final,final,wdr
True,20,0.333333,60,8,0.6,160,96,2025-10-swustlicious/novice-jj/prelim,prelim,wdr
True,9,0.5,18,5,1.0,45,45,2025-10-swustlicious/other-jj-hustle-int-adv/final,final,wdr
True,6,0.5,12,5,1.0,30,30,2025-10-swustlicious/other-masters-jj-hustle/final,final,wdr
True,5,0.5,10,5,1.0,25,25,2025-10-swustlicious/other-novice-jj-hustle/final,final,wdr
True,10,0.5,20,6,0.7,60,42,2025-10-swustlicious/other-novice-jj-hustle/prelim,prelim,wdr
True,5,0.5,10,5,1.0,25,25,2025-10-swustlicious/other-sophisticated-jj-hustle/final,final,wdr
True,10,0.588235,17,6,0.7,60,42,2025-10-swustlicious/other-sophisticated-jj-hustle/prelim,prelim,wdr
True,8,0.5,16,5,1.0,40,40,2025-10-swustlicious/sophisticated-jj/final,final,wdr
True,16,0.5,32,8,0.625,128,80,2025-10-swustlicious/sophisticated-jj/prelim,prelim,wdr
True,12,0.5,24,5,1.0,60,60,2025-11-dc-swing-experience/advanced-jj/final,final,eepro
True,100,1.0,100,10,0.5,1000,500,2025-11-dc-swing-experience/advanced-jj/prelim,prelim,eepro
True,56,1.0,56,10,0.5,560,280,2025-11-dc-swing-experience/advanced-jj/semifinal,semifinal,eepro
True,8,1.0,8,5,1.0,40,40,2025-11-dc-swing-experience/advanced-strictly/final,final,eepro
True,33,1.0,33,5,1.0,165,165,2025-11-dc-swing-experience/advanced-strictly/prelim,prelim,eepro
True,10,0.5,20,5,1.0,50,50,2025-11-dc-swing-experience/allstar-jj/final,final,eepro
True,51,1.0,51,10,0.5,510,255,2025-11-dc-swing-experience/allstar-jj/prelim,prelim,eepro
True,7,1.0,7,5,1.0,35,35,2025-11-dc-swing-experience/allstar-strictly/final,final,eepro
True,21,1.0,21,5,1.0,105,105,2025-11-dc-swing-experience/allstar-strictly/prelim,prelim,eepro
True,7,0.5,14,5,1.0,35,35,2025-11-dc-swing-experience/champion-jj/final,final,eepro
True,24,1.0,24,5,1.0,120,120,2025-11-dc-swing-experience/champion-jj/prelim,prelim,eepro
True,10,1.0,10,5,1.0,50,50,2025-11-dc-swing-experience/champion-strictly/final,final,eepro
True,10,0.526316,19,5,1.0,50,50,2025-11-dc-swing-experience/intermediate-jj-proam-follower/final,final,eepro
True,11,0.52381,21,5,1.0,55,55,2025-11-dc-swing-experience/intermediate-jj-proam-leader/final,final,eepro
True,11,0.5,22,5,1.0,55,55,2025-11-dc-swing-experience/intermediate-jj/final,final,eepro
True,142,1.0,142,10,0.5,1420,710,2025-11-dc-swing-experience/intermediate-jj/prelim,prelim,eepro
True,54,1.0,54,10,0.5,540,270,2025-11-dc-swing-experience/intermediate-jj/semifinal,semifinal,eepro
True,11,1.0,11,5,1.0,55,55,2025-11-dc-swing-experience/intermediate-strictly/final,final,eepro
True,34,1.0,34,5,1.0,170,170,2025-11-dc-swing-experience/intermediate-strictly/prelim,prelim,eepro
True,38,1.0,38,5,1.0,190,190,2025-11-dc-swing-experience/jj-proam-int-follower/prelim,prelim,eepro
True,35,1.0,35,5,1.0,175,175,2025-11-dc-swing-experience/jj-proam-int-leader/prelim,prelim,eepro
True,10,0.5,20,5,1.0,50,50,2025-11-dc-swing-experience/jj-proam-new-nov-follower/final,final,eepro
True,33,1.0,33,5,1.0,165,165,2025-11-dc-swing-experience/jj-proam-new-nov-follower/prelim,prelim,eepro
True,40,1.0,40,5,1.0,200,200,2025-11-dc-swing-experience/jj-proam-new-nov-leader/prelim,prelim,eepro
True,5,0.5,10,7,1.0,35,35,2025-11-dc-swing-experience/masters-jj/final,final,eepro
True,33,1.0,33,10,0.5,330,165,2025-11-dc-swing-experience/masters-jj/prelim,prelim,eepro
True,10,0.5,20,5,1.0,50,50,2025-11-dc-swing-experience/newcomer-jj/final,final,eepro
True,73,1.0,73,10,0.5,730,365,2025-11-dc-swing-experience/newcomer-jj/prelim,prelim,eepro
True,48,1.0,48,10,0.5,480,240,2025-11-dc-swing-experience/newcomer-jj/semifinal,semifinal,eepro
True,10,0.555556,18,5,1.0,50,50,2025-11-dc-swing-experience/novice-jj-proam-new-leader/final,final,eepro
True,15,0.5,30,7,1.0,105,105,2025-11-dc-swing-experience/novice-jj/final,final,eepro
True,176,1.0,176,10,0.5,1760,880,2025-11-dc-swing-experience/novice-jj/prelim,prelim,eepro
True,78,1.0,78,10,0.5,780,390,2025-11-dc-swing-experience/novice-jj/semifinal,semifinal,eepro
True,10,1.0,10,5,1.0,50,50,2025-11-dc-swing-experience/pro-am-spotlight-int-adv/final,final,eepro
True,6,1.0,6,5,1.0,30,30,2025-11-dc-swing-experience/pro-am-spotlight-new-nov/final,final,eepro
True,8,1.0,8,5,0.975,40,39,2025-11-dc-swing-experience/rising-star/final,final,eepro
True,10,0.5,20,7,1.0,70,70,2025-11-dc-swing-experience/sophisticated-jj/final,final,eepro
True,63,1.0,63,10,0.5,630,315,2025-11-dc-swing-experience/sophisticated-jj/prelim,prelim,eepro
True,9,1.0,9,5,1.0,45,45,2025-11-dc-swing-experience/strictly-new-nov/final,final,eepro
True,31,1.0,31,5,1.0,155,155,2025-11-dc-swing-experience/strictly-new-nov/prelim,prelim,eepro
True,12,0.5,24,7,1.0,84,84,2025-11-midnight-madness/advanced-jj/final,final,eepro
True,60,1.0,60,10,0.5,600,300,2025-11-midnight-madness/advanced-jj/prelim,prelim,eepro
True,3,1.0,3,5,1.0,15,15,2025-11-midnight-madness/advanced-strictly-pro-am-am-followers/final,final,eepro
True,1,1.0,1,5,1.0,5,5,2025-11-midnight-madness/advanced-strictly-pro-am-am-leaders/final,final,eepro
True,14,1.0,14,5,1.0,70,70,2025-11-midnight-madness/advanced-strictly/final,final,eepro
True,18,1.0,18,5,1.0,90,90,2025-11-midnight-madness/advanced-strictly/prelim,prelim,eepro
True,12,1.0,12,5,1.0,60,60,2025-11-midnight-madness/all-madness-j-j/final,final,eepro
True,59,1.0,59,5,1.0,295,295,2025-11-midnight-madness/all-madness-j-j/prelim,prelim,eepro
True,25,1.0,25,5,1.0,125,125,2025-11-midnight-madness/all-madness-j-j/semifinal,semifinal,eepro
True,10,0.5,20,7,1.0,70,70,2025-11-midnight-madness/allstar-jj/final,final,eepro
True,44,1.0,44,10,0.5,440,220,2025-11-midnight-madness/allstar-jj/prelim,prelim,eepro
True,8,1.0,8,5,1.0,40,40,2025-11-midnight-madness/allstar-strictly/final,final,eepro
True,16,1.0,16,5,1.0,80,80,2025-11-midnight-madness/allstar-strictly/prelim,prelim,eepro
True,9,0.5,18,5,1.0,45,45,2025-11-midnight-madness/champion-jj/final,final,eepro
True,27,1.0,27,10,0.5,270,135,2025-11-midnight-madness/champion-jj/prelim,prelim,eepro
True,12,0.5,24,7,1.0,84,84,2025-11-midnight-madness/intermediate-jj/final,final,eepro
True,90,1.0,90,10,0.5,900,450,2025-11-midnight-madness/intermediate-jj/prelim,prelim,eepro
True,54,1.0,54,10,0.5,540,270,2025-11-midnight-madness/intermediate-jj/semifinal,semifinal,eepro
True,25,1.0,25,5,1.0,125,125,2025-11-midnight-madness/intermediate-strictly-pro-am-am-followers/final,final,eepro
True,9,1.0,9,5,1.0,45,45,2025-11-midnight-madness/intermediate-strictly-pro-am-am-leaders/final,final,eepro
True,11,1.0,11,5,1.0,55,55,2025-11-midnight-madness/intermediate-strictly/final,final,eepro
True,18,1.0,18,5,1.0,90,90,2025-11-midnight-madness/intermediate-strictly/prelim,prelim,eepro
True,6,0.5,12,7,1.0,42,42,2025-11-midnight-madness/masters-jj/final,final,eepro
True,31,1.0,31,10,0.5,310,155,2025-11-midnight-madness/masters-jj/prelim,prelim,eepro
True,6,1.0,6,5,1.0,30,30,2025-11-midnight-madness/masters-strictly-pro-am-am-followers/final,final,eepro
True,4,1.0,4,5,1.0,20,20,2025-11-midnight-madness/masters-strictly-pro-am-am-leaders/final,final,eepro
True,5,1.0,5,5,1.0,25,25,2025-11-midnight-madness/masters-strictly/final,final,eepro
True,10,0.5,20,5,1.0,50,50,2025-11-midnight-madness/newcomer-jj/final,final,eepro
True,43,1.0,43,10,0.5,430,215,2025-11-midnight-madness/newcomer-jj/prelim,prelim,eepro
True,6,1.0,6,5,1.0,30,30,2025-11-midnight-madness/newcomer-strictly-pro-am-am-followers/final,final,eepro
True,4,1.0,4,5,1.0,20,20,2025-11-midnight-madness/newcomer-strictly-pro-am-am-leaders/final,final,eepro
True,15,0.5,30,7,1.0,105,105,2025-11-midnight-madness/novice-jj/final,final,eepro
True,150,1.0,150,10,0.5,1500,750,2025-11-midnight-madness/novice-jj/prelim,prelim,eepro
True,92,1.0,92,10,0.5,920,460,2025-11-midnight-madness/novice-jj/semifinal,semifinal,eepro
True,25,1.0,25,5,1.0,125,125,2025-11-midnight-madness/novice-strictly-pro-am-am-followers/final,final,eepro
True,13,1.0,13,5,1.0,65,65,2025-11-midnight-madness/novice-strictly-pro-am-am-leaders/final,final,eepro
True,8,1.0,8,5,1.0,40,40,2025-11-midnight-madness/pro-am-follow-int-adv/final,final,eepro
True,7,1.0,7,5,1.0,35,35,2025-11-midnight-madness/pro-am-follow-new-nov/final,final,eepro
True,8,1.0,8,7,0.964286,56,54,2025-11-midnight-madness/rising-star/final,final,eepro
True,11,0.5,22,5,1.0,55,55,2025-11-midnight-madness/sophisticated-jj/final,final,eepro
True,39,1.0,39,10,0.5,390,195,2025-11-midnight-madness/sophisticated-jj/prelim,prelim,eepro
True,7,1.0,7,5,1.0,35,35,2025-11-midnight-madness/sophisticated-strictly/final,final,eepro
True,15,1.0,15,5,1.0,75,75,2025-11-midnight-madness/strictly-new-nov/final,final,eepro
True,31,1.0,31,5,1.0,155,155,2025-11-midnight-madness/strictly-new-nov/prelim,prelim,eepro
True,7,1.0,7,5,1.0,35,35,2025-11-northeast-swing-clasic/advanced-jj-proam-am-follower/final,final,eepro
True,4,1.0,4,5,1.0,20,20,2025-11-northeast-swing-clasic/advanced-jj-proam-leader/final,final,eepro
True,8,0.5,16,5,1.0,40,40,2025-11-northeast-swing-clasic/advanced-jj/final,final,eepro
True,35,1.0,35,8,0.5,280,140,2025-11-northeast-swing-clasic/advanced-jj/prelim,prelim,eepro
True,5,1.0,5,5,1.0,25,25,2025-11-northeast-swing-clasic/advanced-strictly/final,final,eepro
True,8,0.5,16,7,1.0,56,56,2025-11-northeast-swing-clasic/allstar-jj/final,final,eepro
True,27,1.0,27,8,0.5,216,108,2025-11-northeast-swing-clasic/allstar-jj/prelim,prelim,eepro
True,8,1.0,8,5,1.0,40,40,2025-11-northeast-swing-clasic/intermediate-jj-proam-am-follower/final,final,eepro
True,17,1.0,17,5,1.0,85,85,2025-11-northeast-swing-clasic/intermediate-jj-proam-follower/prelim,prelim,eepro
True,9,1.0,9,5,1.0,45,45,2025-11-northeast-swing-clasic/intermediate-jj-proam-leader/final,final,eepro
True,10,0.5,20,7,1.0,70,70,2025-11-northeast-swing-clasic/intermediate-jj/final,final,eepro
True,59,1.0,59,8,0.5,472,236,2025-11-northeast-swing-clasic/intermediate-jj/prelim,prelim,eepro
True,8,1.0,8,5,1.0,40,40,2025-11-northeast-swing-clasic/intermediate-strictly/final,final,eepro
True,16,1.0,16,5,1.0,80,80,2025-11-northeast-swing-clasic/intermediate-strictly/prelim,prelim,eepro
True,35,1.0,35,5,1.0,175,175,2025-11-northeast-swing-clasic/jj-all-american/prelim,prelim,eepro
