denominator_valid,detail_rows,detail_to_entry_ratio,entry_count,judge_count,mark_matrix_coverage,mark_matrix_denominator,marks,round_id,round_type,source
True,1,0.5,2,3,1.0,3,3,2025-01-nj-hustle-congress/other-intermediate-jj-amateur-hustle-legends/final,final,eepro
True,5,0.5,10,3,1.0,15,15,2025-01-nj-hustle-congress/other-intermediate-jj-amateur-hustle-open/final,final,eepro
True,4,1.0,4,3,1.0,12,12,2025-01-nj-hustle-congress/other-intermediate-jj-follower-proam-hustle-legends/final,final,eepro
True,7,1.0,7,3,1.0,21,21,2025-01-nj-hustle-congress/other-intermediate-jj-follower-proam-hustle-open/final,final,eepro
True,1,1.0,1,3,1.0,3,3,2025-01-nj-hustle-congress/other-intermediate-jj-leader-proam-hustle-legends/final,final,eepro
True,3,1.0,3,3,1.0,9,9,2025-01-nj-hustle-congress/other-intermediate-jj-leader-proam-hustle-open/final,final,eepro
True,5,1.0,5,4,1.0,20,20,2025-01-nj-hustle-congress/other-intermediate-pro-am-follower-hustle-legends/final,final,eepro
True,16,1.0,16,4,1.0,64,64,2025-01-nj-hustle-congress/other-intermediate-pro-am-follower-hustle-open/final,final,eepro
True,4,1.0,4,5,1.0,20,20,2025-01-nj-hustle-congress/other-intermediate-pro-am-leader-hustle-legends/final,final,eepro
True,2,1.0,2,5,1.0,10,10,2025-01-nj-hustle-congress/other-intermediate-pro-am-leader-hustle-open/final,final,eepro
True,3,0.5,6,3,1.0,9,9,2025-01-nj-hustle-congress/other-jj-surprise-hustle/final,final,eepro
True,2,0.5,4,3,1.0,6,6,2025-01-nj-hustle-congress/other-jj-switch-it-up-hustle/final,final,eepro
True,3,0.5,6,3,1.0,9,9,2025-01-nj-hustle-congress/other-jj-turn-the-beat-around-hustle/final,final,eepro
True,1,0.5,2,3,1.0,3,3,2025-01-nj-hustle-congress/other-novice-jj-amateur-hustle-legends/final,final,eepro
True,1,0.5,2,3,1.0,3,3,2025-01-nj-hustle-congress/other-novice-jj-amateur-hustle-open/final,final,eepro
True,1,1.0,1,3,1.0,3,3,2025-01-nj-hustle-congress/other-novice-jj-follower-proam-hustle-legends/final,final,eepro
True,3,1.0,3,3,1.0,9,9,2025-01-nj-hustle-congress/other-novice-jj-follower-proam-hustle-open/final,final,eepro
True,5,1.0,5,4,1.0,20,20,2025-01-nj-hustle-congress/other-novice-pro-am-follower-hustle-legends/final,final,eepro
True,11,1.0,11,4,1.0,44,44,2025-01-nj-hustle-congress/other-novice-pro-am-follower-hustle-open/final,final,eepro
True,2,1.0,2,5,1.0,10,10,2025-01-nj-hustle-congress/other-pro-am-hustle-for-the-hounds/final,final,eepro
True,4,1.0,4,5,1.0,20,20,2025-01-nj-hustle-congress/other-professional-just-hustle/final,final,eepro
True,7,1.0,7,5,1.0,35,35,2025-01-nj-hustle-congress/showcase-proam/final,final,eepro
True,4,1.0,4,5,1.0,20,20,2025-01-terra-livre-dance-festival-winter-edition/jj-amateur/final,final,scoringdance
True,21,1.0,21,5,0.771429,105,81,2025-01-terra-livre-dance-festival-winter-edition/jj-amateur/prelim,prelim,scoringdance
True,10,1.0,10,5,0.8,50,40,2025-01-terra-livre-dance-festival-winter-edition/jj-amateur/semifinal,semifinal,scoringdance
True,4,1.0,4,5,1.0,20,20,2025-01-terra-livre-dance-festival-winter-edition/jj-professional/final,final,scoringdance
True,18,1.0,18,5,0.8,90,72,2025-01-terra-livre-dance-festival-winter-edition/jj-professional/prelim,prelim,scoringdance
True,12,1.0,12,5,0.8,60,48,2025-01-terra-livre-dance-festival-winter-edition/jj-professional/semifinal,semifinal,scoringdance
True,5,0.5,10,11,1.0,55,55,2025-02-bachatation-festival/jj-bachata/final,final,scoringdance
True,29,1.0,29,12,0.5,348,174,2025-02-bachatation-festival/jj-bachata/prelim,prelim,scoringdance
True,20,1.0,20,12,0.5,240,120,2025-02-bachatation-festival/jj-bachata/semifinal,semifinal,scoringdance
True,12,0.5,24,9,1.0,108,108,2025-02-capital-swing/advanced-jj/final,final,eepro
True,78,1.0,78,14,0.5,1092,546,2025-02-capital-swing/advanced-jj/prelim,prelim,eepro
True,44,1.0,44,14,0.5,616,308,2025-02-capital-swing/advanced-jj/semifinal,semifinal,eepro
True,15,1.153846,13,7,1.0,105,105,2025-02-capital-swing/all-american-j-j/final,final,eepro
True,65,1.0,65,8,1.0,520,520,2025-02-capital-swing/all-american-j-j/prelim,prelim,eepro
True,12,0.5,24,9,1.0,108,108,2025-02-capital-swing/allstar-jj/final,final,eepro
True,83,1.0,83,14,0.5,1162,581,2025-02-capital-swing/allstar-jj/prelim,prelim,eepro
True,40,1.0,40,14,0.5,560,280,2025-02-capital-swing/allstar-jj/semifinal,semifinal,eepro
True,12,1.0,12,9,1.0,108,108,2025-02-capital-swing/allstar-strictly-a-adv/final,final,eepro
True,39,1.0,39,9,1.0,351,351,2025-02-capital-swing/allstar-strictly-a-adv/prelim,prelim,eepro
True,10,0.5,20,13,1.0,130,130,2025-02-capital-swing/champion-jj-non-stage-one-vintage/final,final,eepro
True,10,0.5,20,9,1.0,90,90,2025-02-capital-swing/champion-jj-stage-two-contemporary/final,final,eepro
True,35,1.0,35,10,0.5,350,175,2025-02-capital-swing/champion-jj/prelim,prelim,eepro
True,14,1.0,14,9,1.0,126,126,2025-02-capital-swing/champion-strictly-choice/final,final,eepro
True,32,1.0,32,9,1.0,288,288,2025-02-capital-swing/champion-strictly-choice/prelim,prelim,eepro
True,6,1.0,6,11,0.712121,66,47,2025-02-capital-swing/classic/final,final,eepro
True,11,0.5,22,9,1.0,99,99,2025-02-capital-swing/intermediate-jj/final,final,eepro
True,108,1.0,108,14,0.5,1512,756,2025-02-capital-swing/intermediate-jj/prelim,prelim,eepro
True,47,1.0,47,14,0.5,658,329,2025-02-capital-swing/intermediate-jj/semifinal,semifinal,eepro
True,9,0.5,18,9,1.0,81,81,2025-02-capital-swing/masters-jj/final,final,eepro
True,40,1.0,40,14,0.5,560,280,2025-02-capital-swing/masters-jj/prelim,prelim,eepro
True,9,1.0,9,9,1.0,81,81,2025-02-capital-swing/masters-strictly/final,final,eepro
True,15,0.5,30,9,1.0,135,135,2025-02-capital-swing/novice-jj/final,final,eepro
True,157,1.0,157,14,0.5,2198,1099,2025-02-capital-swing/novice-jj/prelim,prelim,eepro
True,76,1.0,76,14,0.5,1064,532,2025-02-capital-swing/novice-jj/semifinal,semifinal,eepro
True,6,1.0,6,11,0.848485,66,56,2025-02-capital-swing/showcase/final,final,eepro
True,14,1.0,14,9,1.0,126,126,2025-02-capital-swing/strictly-b-nov-int/final,final,eepro
True,37,1.0,37,9,1.0,333,333,2025-02-capital-swing/strictly-b-nov-int/prelim,prelim,eepro
True,10,0.5,20,6,0.833333,60,50,2025-02-rose-city-swing/advanced-jj/final,final,scoringdance
True,73,1.0,73,10,0.4,730,292,2025-02-rose-city-swing/advanced-jj/prelim,prelim,scoringdance
True,10,0.5,20,6,0.833333,60,50,2025-02-rose-city-swing/allstar-jj/final,final,scoringdance
True,45,1.0,45,10,0.4,450,180,2025-02-rose-city-swing/allstar-jj/prelim,prelim,scoringdance
True,10,0.5,20,6,0.833333,60,50,2025-02-rose-city-swing/allstar-strictly-champions/final,final,scoringdance
True,20,1.0,20,6,0.833333,120,100,2025-02-rose-city-swing/allstar-strictly-champions/prelim,prelim,scoringdance
True,15,0.5,30,6,0.833333,90,75,2025-02-rose-city-swing/intermediate-jj/final,final,scoringdance
True,124,1.0,124,9,0.444444,1116,496,2025-02-rose-city-swing/intermediate-jj/prelim,prelim,scoringdance
True,76,1.0,76,10,0.4,760,304,2025-02-rose-city-swing/intermediate-jj/semifinal,semifinal,scoringdance
True,5,0.555556,9,10,0.8,50,40,2025-02-rose-city-swing/invitational-invitaional/final,final,scoringdance
True,15,0.5,30,6,0.833333,90,75,2025-02-rose-city-swing/jj-all-american/final,final,scoringdance
True,155,0.895954,173,8,0.931452,1240,1155,2025-02-rose-city-swing/jj-all-american/prelim,prelim,scoringdance
True,59,0.907692,65,8,0.908898,472,429,2025-02-rose-city-swing/jj-all-american/semifinal,semifinal,scoringdance
True,10,0.5,20,6,0.833333,60,50,2025-02-rose-city-swing/masters-jj/final,final,scoringdance
True,39,1.0,39,10,0.4,390,156,2025-02-rose-city-swing/masters-jj/prelim,prelim,scoringdance
True,10,0.5,20,6,0.833333,60,50,2025-02-rose-city-swing/newcomer-jj/final,final,scoringdance
True,57,1.0,57,10,0.4,570,228,2025-02-rose-city-swing/newcomer-jj/prelim,prelim,scoringdance
True,15,0.5,30,8,0.875,120,105,2025-02-rose-city-swing/novice-jj/final,final,scoringdance
True,171,0.994186,172,12,0.419103,2052,860,2025-02-rose-city-swing/novice-jj/prelim,prelim,scoringdance
True,112,1.0,112,10,0.4,1120,448,2025-02-rose-city-swing/novice-jj/semifinal,semifinal,scoringdance
True,15,0.5,30,6,0.833333,90,75,2025-02-rose-city-swing/novice-strictly-open/final,final,scoringdance
True,44,1.0,44,6,0.833333,264,220,2025-02-rose-city-swing/novice-strictly-open/prelim,prelim,scoringdance
True,10,0.5,20,6,0.833333,60,50,2025-02-rose-city-swing/sophisticated-jj/final,final,scoringdance
True,52,1.0,52,10,0.4,520,208,2025-02-rose-city-swing/sophisticated-jj/prelim,prelim,scoringdance
True,9,0.5,18,6,0.833333,54,45,2025-02-rose-city-swing/strictly-doppelganger/final,final,scoringdance
True,26,1.0,26,6,0.833333,156,130,2025-02-rose-city-swing/strictly-doppelganger/prelim,prelim,scoringdance
True,10,0.5,20,6,0.833333,60,50,2025-02-rose-city-swing/strictly-inter-generational/final,final,scoringdance
True,19,1.0,19,6,0.833333,114,95,2025-02-rose-city-swing/strictly-inter-generational/prelim,prelim,scoringdance
True,10,0.5,20,6,0.833333,60,50,2025-02-rose-city-swing/strictly-switch-it-up/final,final,scoringdance
True,12,0.5,24,5,1.0,60,60,2025-02-swing-crush/advanced-jj/final,final,eepro
True,56,1.0,56,8,0.5,448,224,2025-02-swing-crush/advanced-jj/prelim,prelim,eepro
True,6,1.0,6,5,1.0,30,30,2025-02-swing-crush/advanced-strictly/final,final,eepro
True,12,1.0,12,5,1.0,60,60,2025-02-swing-crush/advanced-strictly/prelim,prelim,eepro
True,7,0.5,14,5,1.0,35,35,2025-02-swing-crush/allstar-jj/final,final,eepro
True,29,1.0,29,8,0.5,232,116,2025-02-swing-crush/allstar-jj/prelim,prelim,eepro
True,7,1.0,7,5,1.0,35,35,2025-02-swing-crush/allstar-strictly/final,final,eepro
True,13,1.0,13,5,1.0,65,65,2025-02-swing-crush/allstar-strictly/prelim,prelim,eepro
True,11,0.5,22,5,1.0,55,55,2025-02-swing-crush/intermediate-jj/final,final,eepro
True,66,1.0,66,10,0.5,660,330,2025-02-swing-crush/intermediate-jj/prelim,prelim,eepro
True,10,1.0,10,5,1.0,50,50,2025-02-swing-crush/intermediate-strictly/final,final,eepro
True,21,1.0,21,5,1.0,105,105,2025-02-swing-crush/intermediate-strictly/prelim,prelim,eepro
True,8,0.5,16,7,1.0,56,56,2025-02-swing-crush/masters-jj/final,final,eepro
True,29,1.0,29,10,0.5,290,145,2025-02-swing-crush/masters-jj/prelim,prelim,eepro
True,7,1.0,7,5,1.0,35,35,2025-02-swing-crush/masters-strictly/final,final,eepro
True,5,0.5,10,7,1.0,35,35,2025-02-swing-crush/newcomer-jj/final,final,eepro
True,22,1.0,22,10,0.5,220,110,2025-02-swing-crush/newcomer-jj/prelim,prelim,eepro
True,15,0.5,30,7,1.0,105,105,2025-02-swing-crush/novice-jj/final,final,eepro
True,132,1.0,132,10,0.5,1320,660,2025-02-swing-crush/novice-jj/prelim,prelim,eepro
True,61,1.0,61,10,0.5,610,305,2025-02-swing-crush/novice-jj/semifinal,semifinal,eepro
True,12,1.0,12,5,1.0,60,60,2025-02-swing-crush/novice-strictly/final,final,eepro
True,24,1.0,24,5,1.0,120,120,2025-02-swing-crush/novice-strictly/prelim,prelim,eepro
True,10,1.111111,9,5,1.0,50,50,2025-02-swing-crush/swing-crush-hi-lo-hi-follower-lo-leader/final,final,eepro
True,37,1.0,37,5,1.0,185,185,2025-02-swing-crush/swing-crush-hi-lo-hi-follower-lo-leader/prelim,prelim,eepro
True,10,1.0,10,5,1.0,50,50,2025-02-swing-crush/swing-crush-hi-lo-hi-leader-lo-follower/final,final,eepro
True,23,1.0,23,5,1.0,115,115,2025-02-swing-crush/swing-crush-hi-lo-hi-leader-lo-follower/prelim,prelim,eepro
True,8,0.5,16,10,0.9,80,72,2025-02-swingtzerland/advanced-jj/final,final,scoringdance
True,34,0.944444,36,11,0.481283,374,180,2025-02-swingtzerland/advanced-jj/prelim,prelim,scoringdance
True,10,0.5,20,10,0.9,100,90,2025-02-swingtzerland/allstar-jj-champions/final,final,scoringdance
True,35,0.921053,38,11,0.493506,385,190,2025-02-swingtzerland/allstar-jj-champions/prelim,prelim,scoringdance
True,10,0.5,20,10,0.9,100,90,2025-02-swingtzerland/intermediate-jj/final,final,scoringdance
True,53,0.929825,57,11,0.488851,583,285,2025-02-swingtzerland/intermediate-jj/prelim,prelim,scoringdance
True,12,0.5,24,10,0.9,120,108,2025-02-swingtzerland/novice-jj/final,final,scoringdance
True,100,0.961538,104,11,0.472727,1100,520,2025-02-swingtzerland/novice-jj/prelim,prelim,scoringdance
True,58,0.966667,60,11,0.470219,638,300,2025-02-swingtzerland/novice-jj/semifinal,semifinal,scoringdance
True,5,0.5,10,10,0.9,50,45,2025-02-valentine-swing/advanced-jj/final,final,scoringdance
True,27,0.870968,31,9,0.510288,243,124,2025-02-valentine-swing/advanced-jj/prelim,prelim,scoringdance
True,7,0.5,14,8,0.875,56,49,2025-02-valentine-swing/allstar-jj/final,final,scoringdance
True,10,0.5,20,10,0.9,100,90,2025-02-valentine-swing/intermediate-jj/final,final,scoringdance
True,55,0.901639,61,11,0.504132,605,305,2025-02-valentine-swing/intermediate-jj/prelim,prelim,scoringdance
True,5,0.5,10,10,0.9,50,45,2025-02-valentine-swing/newcomer-jj/final,final,scoringdance
True,22,0.846154,26,9,0.525253,198,104,2025-02-valentine-swing/newcomer-jj/prelim,prelim,scoringdance
True,12,0.5,24,10,0.9,120,108,2025-02-valentine-swing/novice-jj/final,final,scoringdance
True,109,0.900826,121,11,0.504587,1199,605,2025-02-valentine-swing/novice-jj/prelim,prelim,scoringdance
True,40,0.8,50,11,0.568182,440,250,2025-02-valentine-swing/novice-jj/semifinal,semifinal,scoringdance
True,12,0.5,24,8,0.875,96,84,2025-02-valentine-swing/novice-strictly-intermediate/final,final,scoringdance
True,34,0.944444,36,8,0.926471,272,252,2025-02-valentine-swing/novice-strictly-intermediate/prelim,prelim,scoringdance
True,8,0.5,16,8,0.875,64,56,2025-02-valentine-swing/open-strictly/final,final,scoringdance
True,17,1.0,17,8,0.875,136,119,2025-02-valentine-swing/open-strictly/prelim,prelim,scoringdance
True,5,0.5,10,8,0.875,40,35,2025-02-winter-coast-swing/advanced-jj/final,final,scoringdance
True,19,1.0,19,9,0.444444,171,76,2025-02-winter-coast-swing/advanced-jj/prelim,prelim,scoringdance
True,6,0.5,12,6,0.833333,36,30,2025-02-winter-coast-swing/allstar-jj/final,final,scoringdance
True,10,0.5,20,8,0.875,80,70,2025-02-winter-coast-swing/intermediate-jj/final,final,scoringdance
True,29,0.878788,33,9,0.505747,261,132,2025-02-winter-coast-swing/intermediate-jj/prelim,prelim,scoringdance
True,10,0.5,20,8,0.875,80,70,2025-02-winter-coast-swing/newcomer-jj/final,final,scoringdance
True,47,0.921569,51,9,0.48227,423,204,2025-02-winter-coast-swing/newcomer-jj/prelim,prelim,scoringdance
True,12,0.5,24,8,0.875,96,84,2025-02-winter-coast-swing/novice-jj/final,final,scoringdance
True,97,0.915094,106,11,0.49672,1067,530,2025-02-winter-coast-swing/novice-jj/prelim,prelim,scoringdance
True,46,0.821429,56,11,0.55336,506,280,2025-02-winter-coast-swing/novice-jj/semifinal,semifinal,scoringdance
True,16,0.5,32,8,0.875,128,112,2025-02-winter-coast-swing/novice-strictly-intermediate/final,final,scoringdance
True,34,1.0,34,8,0.875,272,238,2025-02-winter-coast-swing/novice-strictly-intermediate/prelim,prelim,scoringdance
True,5,0.5,10,6,0.833333,30,25,2025-02-winter-coast-swing/open-strictly/final,final,scoringdance
True,11,1.0,11,6,0.833333,66,55,2025-02-winter-coast-swing/open-strictly/prelim,prelim,scoringdance
True,10,0.5,20,8,0.875,80,70,2025-02-winter-coast-swing/sophisticated-jj/final,final,scoringdance
True,49,0.960784,51,9,0.462585,441,204,2025-02-winter-coast-swing/sophisticated-jj/prelim,prelim,scoringdance
True,60,1.0,60,18,0.5,1080,540,2025-03-bachata-geneva-festival-bachata-social-world-cup/jj-quarter/quarterfinal,quarterfinal,scoringdance
True,6,0.5,12,24,1.0,144,144,2025-03-bachata-geneva-festival-bachata-social-world-cup/jj/final,final,scoringdance
True,180,1.0,180,18,0.5,3240,1620,2025-03-bachata-geneva-festival-bachata-social-world-cup/jj/prelim,prelim,scoringdance
True,30,1.0,30,18,1.0,540,540,2025-03-bachata-geneva-festival-bachata-social-world-cup/jj/semifinal,semifinal,scoringdance
True,5,0.5,10,35,1.0,175,175,2025-03-bindaas-bachata-festival/jj-non-professional/final,final,scoringdance
True,40,1.0,40,35,0.502857,1400,704,2025-03-bindaas-bachata-festival/jj-non-professional/prelim,prelim,scoringdance
True,20,1.0,20,35,0.5,700,350,2025-03-bindaas-bachata-festival/jj-non-professional/semifinal,semifinal,scoringdance
True,10,0.5,20,7,1.0,70,70,2025-03-boston-tea-party/advanced-jj/final,final,eepro
True,65,1.0,65,8,0.5,520,260,2025-03-boston-tea-party/advanced-jj/prelim,prelim,eepro
True,9,1.0,9,5,1.0,45,45,2025-03-boston-tea-party/advanced-strictly/final,final,eepro
True,15,1.0,15,5,1.0,75,75,2025-03-boston-tea-party/advanced-strictly/prelim,prelim,eepro
True,5,0.5,10,7,1.0,35,35,2025-03-boston-tea-party/allstar-jj/final,final,eepro
True,24,1.0,24,8,0.5,192,96,2025-03-boston-tea-party/allstar-jj/prelim,prelim,eepro
True,5,1.0,5,5,1.0,25,25,2025-03-boston-tea-party/allstar-strictly/final,final,eepro
True,12,0.5,24,7,1.0,84,84,2025-03-boston-tea-party/intermediate-jj/final,final,eepro
True,95,1.0,95,8,0.5,760,380,2025-03-boston-tea-party/intermediate-jj/prelim,prelim,eepro
True,50,1.0,50,8,0.5,400,200,2025-03-boston-tea-party/intermediate-jj/semifinal,semifinal,eepro
True,8,1.0,8,5,1.0,40,40,2025-03-boston-tea-party/intermediate-strictly/final,final,eepro
True,20,1.0,20,5,1.0,100,100,2025-03-boston-tea-party/intermediate-strictly/prelim,prelim,eepro
True,14,0.5,28,14,1.0,196,196,2025-03-boston-tea-party/invitational-jj-crossover/final,final,eepro
True,7,1.0,7,7,1.0,49,49,2025-03-boston-tea-party/invitational-strictly/final,final,eepro
True,16,1.0,16,3,1.0,48,48,2025-03-boston-tea-party/jj-take-the-lead-high-bib/prelim,prelim,eepro
True,16,1.0,16,3,1.0,48,48,2025-03-boston-tea-party/jj-take-the-lead-low-bib/prelim,prelim,eepro
True,6,0.5,12,5,1.0,30,30,2025-03-boston-tea-party/jj-take-the-lead/final,final,eepro
True,6,0.5,12,5,1.0,30,30,2025-03-boston-tea-party/lindy-advanced-jj-hop/final,final,eepro
True,19,1.0,19,6,0.5,114,57,2025-03-boston-tea-party/lindy-advanced-jj-hop/prelim,prelim,eepro
True,8,1.0,8,5,1.0,40,40,2025-03-boston-tea-party/lindy-advanced-strictly-hop/final,final,eepro
True,8,0.5,16,5,1.0,40,40,2025-03-boston-tea-party/lindy-intermediate-jj-hop/final,final,eepro
True,32,1.0,32,6,0.5,192,96,2025-03-boston-tea-party/lindy-intermediate-jj-hop/prelim,prelim,eepro
True,7,1.0,7,7,1.0,49,49,2025-03-boston-tea-party/lindy-invitational-strictly-hop/final,final,eepro
True,8,0.5,16,5,1.0,40,40,2025-03-boston-tea-party/lindy-jj-hop-new-nov/final,final,eepro
True,35,1.0,35,6,0.5,210,105,2025-03-boston-tea-party/lindy-jj-hop-new-nov/prelim,prelim,eepro
True,8,1.0,8,3,1.0,24,24,2025-03-boston-tea-party/lindy-jj-hop-take-the-lead-high-bib/prelim,prelim,eepro
True,7,1.0,7,3,1.0,21,21,2025-03-boston-tea-party/lindy-jj-hop-take-the-lead-low-bib/prelim,prelim,eepro
True,4,0.5,8,5,1.0,20,20,2025-03-boston-tea-party/lindy-jj-hop-take-the-lead/final,final,eepro
True,10,1.0,10,5,1.0,50,50,2025-03-boston-tea-party/lindy-strictly-hop-nov-int/final,final,eepro
True,8,0.5,16,7,1.0,56,56,2025-03-boston-tea-party/masters-jj/final,final,eepro
True,36,1.0,36,8,0.5,288,144,2025-03-boston-tea-party/masters-jj/prelim,prelim,eepro
True,4,1.0,4,5,1.0,20,20,2025-03-boston-tea-party/masters-strictly/final,final,eepro
True,13,0.5,26,7,1.0,91,91,2025-03-boston-tea-party/newcomer-jj/final,final,eepro
True,87,1.0,87,8,0.5,696,348,2025-03-boston-tea-party/newcomer-jj/prelim,prelim,eepro
True,50,1.0,50,8,0.5,400,200,2025-03-boston-tea-party/newcomer-jj/semifinal,semifinal,eepro
True,15,0.5,30,7,1.0,105,105,2025-03-boston-tea-party/novice-jj/final,final,eepro
True,162,1.0,162,8,0.5,1296,648,2025-03-boston-tea-party/novice-jj/prelim,prelim,eepro
True,96,1.0,96,8,0.5,768,384,2025-03-boston-tea-party/novice-jj/quarterfinal,quarterfinal,eepro
True,50,1.0,50,8,0.5,400,200,2025-03-boston-tea-party/novice-jj/semifinal,semifinal,eepro
True,11,1.0,11,5,1.0,55,55,2025-03-boston-tea-party/novice-strictly/final,final,eepro
True,25,1.0,25,5,1.0,125,125,2025-03-boston-tea-party/novice-strictly/prelim,prelim,eepro
True,9,0.5,18,5,1.0,45,45,2025-03-boston-tea-party/open-jj-crossover/final,final,eepro
True,58,1.0,58,6,0.5,348,174,2025-03-boston-tea-party/open-jj-crossover/prelim,prelim,eepro
True,11,0.5,22,5,1.0,55,55,2025-03-novice-invitational/advanced-jj/final,final,eepro
True,67,1.0,67,8,0.5,536,268,2025-03-novice-invitational/advanced-jj/prelim,prelim,eepro
True,10,1.0,10,5,1.0,50,50,2025-03-novice-invitational/advanced-strictly/final,final,eepro
True,20,1.0,20,5,1.0,100,100,2025-03-novice-invitational/advanced-strictly/prelim,prelim,eepro
True,9,0.5,18,5,1.0,45,45,2025-03-novice-invitational/allstar-jj/final,final,eepro
True,41,1.0,41,8,0.5,328,164,2025-03-novice-invitational/allstar-jj/prelim,prelim,eepro
True,11,1.0,11,5,0.963636,55,53,2025-03-novice-invitational/allstar-strictly-champions/final,final,eepro
True,23,1.0,23,5,1.0,115,115,2025-03-novice-invitational/allstar-strictly-champions/prelim,prelim,eepro
True,12,0.5,24,5,1.0,60,60,2025-03-novice-invitational/intermediate-jj/final,final,eepro
True,86,1.0,86,8,0.5,688,344,2025-03-novice-invitational/intermediate-jj/prelim,prelim,eepro
True,45,1.0,45,8,0.5,360,180,2025-03-novice-invitational/intermediate-jj/semifinal,semifinal,eepro
True,12,1.0,12,5,1.0,60,60,2025-03-novice-invitational/intermediate-strictly/final,final,eepro
True,22,1.0,22,5,1.0,110,110,2025-03-novice-invitational/intermediate-strictly/prelim,prelim,eepro
True,7,0.5,14,5,1.0,35,35,2025-03-novice-invitational/invitational-jj/final,final,eepro
True,7,0.5,14,5,1.0,35,35,2025-03-novice-invitational/masters-jj/final,final,eepro
True,33,1.0,33,8,0.5,264,132,2025-03-novice-invitational/masters-jj/prelim,prelim,eepro
True,7,1.0,7,5,1.0,35,35,2025-03-novice-invitational/masters-strictly/final,final,eepro
True,8,0.5,16,5,1.0,40,40,2025-03-novice-invitational/newcomer-jj/final,final,eepro
True,44,1.0,44,8,0.5,352,176,2025-03-novice-invitational/newcomer-jj/prelim,prelim,eepro
True,4,1.0,4,5,1.0,20,20,2025-03-novice-invitational/newcomer-strictly/final,final,eepro
True,16,0.5,32,5,1.0,80,80,2025-03-novice-invitational/novice-jj/final,final,eepro
True,168,1.0,168,8,0.5,1344,672,2025-03-novice-invitational/novice-jj/prelim,prelim,eepro
True,82,1.0,82,8,0.5,656,328,2025-03-novice-invitational/novice-jj/semifinal,semifinal,eepro
True,15,1.0,15,5,1.0,75,75,2025-03-novice-invitational/novice-strictly/final,final,eepro
True,33,1.0,33,5,1.0,165,165,2025-03-novice-invitational/novice-strictly/prelim,prelim,eepro
True,4,1.0,4,5,1.0,20,20,2025-03-novice-invitational/pro-am/final,final,eepro
True,5,0.5,10,6,0.833333,30,25,2025-04-detonation-dance/advanced-jj/final,final,scoringdance
True,26,1.0,26,9,0.444444,234,104,2025-04-detonation-dance/advanced-jj/prelim,prelim,scoringdance
True,10,0.5,20,6,0.833333,60,50,2025-04-detonation-dance/intermediate-jj/final,final,scoringdance
True,48,1.0,48,9,0.444444,432,192,2025-04-detonation-dance/intermediate-jj/prelim,prelim,scoringdance
True,10,0.5,20,6,0.833333,60,50,2025-04-detonation-dance/intermediate-strictly/final,final,scoringdance
True,14,0.538462,26,6,0.833333,84,70,2025-04-detonation-dance/jj-jackpot/final,final,scoringdance
True,98,1.0,98,6,0.833333,588,490,2025-04-detonation-dance/jj-jackpot/prelim,prelim,scoringdance
True,11,0.5,22,6,0.833333,66,55,2025-04-detonation-dance/jj-switch/final,final,scoringdance
True,6,0.5,12,6,0.833333,36,30,2025-04-detonation-dance/masters-jj/final,final,scoringdance
True,27,1.0,27,9,0.444444,243,108,2025-04-detonation-dance/masters-jj/prelim,prelim,scoringdance
True,11,0.5,22,6,0.833333,66,55,2025-04-detonation-dance/newcomer-jj/final,final,scoringdance
True,32,1.0,32,9,0.444444,288,128,2025-04-detonation-dance/newcomer-jj/prelim,prelim,scoringdance
True,12,0.5,24,6,0.833333,72,60,2025-04-detonation-dance/novice-jj/final,final,scoringdance
True,104,1.0,104,11,0.454545,1144,520,2025-04-detonation-dance/novice-jj/prelim,prelim,scoringdance
True,69,0.958333,72,11,0.474308,759,360,2025-04-detonation-dance/novice-jj/semifinal,semifinal,scoringdance
True,10,0.5,20,6,0.833333,60,50,2025-04-detonation-dance/novice-strictly/final,final,scoringdance
True,19,1.0,19,6,0.833333,114,95,2025-04-detonation-dance/novice-strictly/prelim,prelim,scoringdance
True,7,0.5,14,6,0.833333,42,35,2025-04-detonation-dance/open-strictly/final,final,scoringdance
True,11,0.5,22,6,0.833333,66,55,2025-04-detonation-dance/sophisticated-jj/final,final,scoringdance
True,55,1.0,55,9,0.444444,495,220,2025-04-detonation-dance/sophisticated-jj/prelim,prelim,scoringdance
True,11,0.5,22,7,1.0,77,77,2025-04-swingover/advanced-jj/final,final,eepro
True,73,1.0,73,8,0.5,584,292,2025-04-swingover/advanced-jj/prelim,prelim,eepro
True,46,1.0,46,8,0.5,368,184,2025-04-swingover/advanced-jj/semifinal,semifinal,eepro
True,10,1.0,10,5,1.0,50,50,2025-04-swingover/advanced-strictly/final,final,eepro
True,22,1.0,22,5,1.0,110,110,2025-04-swingover/advanced-strictly/prelim,prelim,eepro
True,10,0.5,20,5,1.0,50,50,2025-04-swingover/allstar-jj/final,final,eepro
True,41,1.0,41,8,0.5,328,164,2025-04-swingover/allstar-jj/prelim,prelim,eepro
True,9,1.0,9,9,1.0,81,81,2025-04-swingover/allstar-strictly-champion/final,final,eepro
True,17,1.0,17,9,1.0,153,153,2025-04-swingover/allstar-strictly-champion/prelim,prelim,eepro
True,10,0.588235,17,11,1.0,110,110,2025-04-swingover/champion-jj/final,final,eepro
True,13,0.5,26,7,1.0,91,91,2025-04-swingover/intermediate-jj/final,final,eepro
