series_id,series_name_raw,event_month,placement_rows,example_wsdc_id
wsdc-105,Canadian Swing Championships,2026-05,54,6778
wsdc-121,Texas Classic,2026-05,45,3193
wsdc-174,Swingsation 2026,2026-05,60,7020
wsdc-175,French Open WCS,2026-05,157,2970
wsdc-205,SOswing,2026-05,106,2761
wsdc-22,USA Grand National Dance Championships,2026-05,127,61
wsdc-253,Nordic WCS Championships,2026-05,150,4683
wsdc-336,SOM-Swing of Music,2026-05,96,8212
wsdc-354,Spring Time Swing,2026-05,128,3685
wsdc-109,Colorado Country Classic,2026-06,68,905
wsdc-117,Orange Blossom Dance Festival,2026-06,54,2501
wsdc-220,D-Townswing,2026-06,127,7809
wsdc-261,NeverlandSwing Dutch Swing Championships 2026,2026-06,88,4533
wsdc-331,Swing Fiction,2026-06,89,8344
wsdc-371,Festival City Swing,2026-06,62,6705
wsdc-374,BaroqueSwing,2026-06,97,9424
wsdc-96,Liberty Swing Dance Championships,2026-06,137,1629
wsdc-278,Americano Dance Camp,2026-07,86,8393
wsdc-280,St. Petersburg WCS Nights,2026-07,102,8024
wsdc-369,French Connection WCS,2026-07,113,4683
wsdc-375,Mediterranean Open WCS,2026-07,120,8203
wsdc-385,Revitalise WCS,2026-07,76,6832
wsdc-404,Infinite Swing,2026-07,93,8395
wsdc-119,Chicagoland Country and Swing Dance Festival,2026-08,73,1952
wsdc-157,New England Dance Festival,2026-08,66,1493
wsdc-164,Sea Sun and Swing,2026-08,86,7576
wsdc-227,Swingtacular: The Galactic Open,2026-08,118,2761
wsdc-282,German Open WCS,2026-08,159,4533
wsdc-298,Shakedown Swing,2026-08,56,7225
wsdc-383,Warsaw Summer Nights Westival,2026-08,103,10667
wsdc-384,Grand Party Sofia (GPS),2026-08,101,8212
wsdc-177,Jax Westie Fest,2026-09,92,432
wsdc-268,Korea Westival,2026-09,88,7835
wsdc-48,South Bay Dance Fling,2026-09,85,61
