series_id,series_name_raw,event_month,placement_rows,example_wsdc_id
wsdc-93,Champion's Weekend (MD),2006-05,13,2718
wsdc-109,Colorado Country Classic,2006-06,28,1196
wsdc-117,Orange Blossom Dance Festival,2006-06,29,2173
wsdc-25,J&J O'Rama,2006-06,94,122
wsdc-44,Portland Dance Festival,2006-06,41,1005
wsdc-85,Indy Swing Classic,2006-06,40,327
wsdc-95,Swing Niagara Dance Championships,2006-06,78,648
wsdc-96,Liberty Swing Dance Championships,2006-06,88,160
wsdc-1,4TH of July Convention,2006-07,108,175
wsdc-110,Brandin' Iron Dance Festival,2006-07,43,60
wsdc-123,Champions Weekend (MA),2006-07,38,1392
wsdc-59,Swing Fling,2006-07,80,178
wsdc-76,Michigan Dance Classic,2006-07,26,1279
wsdc-84,Wisconsin Dance Challenge/Midwest Area Swing Dance Challenge,2006-07,56,320
wsdc-97,Grand Prix of Swing,2006-07,50,216
wsdc-111,MadMAC,2006-08,52,320
wsdc-120,Lone Star Invitational,2006-08,38,216
wsdc-122,Boston Dance Revolution,2006-08,34,992
wsdc-47,Swingtime in the Rockies,2006-08,104,69
wsdc-48,South Bay CW Dance Festival,2006-08,50,260
wsdc-53,Summer Hummer,2006-08,100,178
wsdc-99,Chicagoland,2006-08,42,1095
wsdc-10,Bridgetown Swing Boogie,2006-09,87,273
wsdc-100,New Mexico Dance Fiesta,2006-09,20,1844
wsdc-130,River City Dance Festival,2006-09,10,5137
wsdc-15,Dallas D.A.N.C.E.,2006-09,60,50
wsdc-51,Palm Springs Summer Dance Classic,2006-09,74,7
wsdc-70,Virginia State Open,2006-09,43,1174
wsdc-112,US National Dance Championships,2006-10,9,4339
wsdc-124,ProviDANCE Swing in the City,2006-10,39,1392
wsdc-125,Swing City Chicago,2006-10,39,327
wsdc-126,Chico Dance Sensation,2006-10,46,242
wsdc-127,Tulsa Fall Fling,2006-10,20,1291
wsdc-128,Waltz Across Texas,2006-10,18,4291
wsdc-43,Paradise Country Dance Festival,2006-10,18,1681
wsdc-65,Halloween SwingThing,2006-10,76,285
wsdc-8,Boogie By The Bay,2006-10,140,69
wsdc-81,Nashville Swing & Shag Dance Classic,2006-10,77,216
wsdc-113,Dallas Dance Festival,2006-11,20,2472
wsdc-129,West Coast Dance Challenge,2006-11,40,176
wsdc-31,Mountain Magic,2006-11,46,219
wsdc-63,Swingin' New England Dance Festival,2006-11,98,136
wsdc-68,US Open Swing Dance Championships,2006-11,20,1095
wsdc-80,Twin City Swing Challenge,2006-11,60,320
wsdc-87,C.A.S.H. Bash Weekend,2006-11,36,327
wsdc-37,New Year's Dance Camp,2006-12,81,144
wsdc-42,Floorplay New Years Swing Vacation,2006-12,40,2136
wsdc-61,SwingDiego,2007-01,100,61
wsdc-62,Monterey SwingFest,2007-01,92,61
wsdc-115,Da Dance Camp,2007-02,40,175
wsdc-12,Capital Swing Dance Convention,2007-02,133,61
wsdc-82,Motor City Jam,2007-02,5,4791
wsdc-114,British Columbia Dance Challenge,2007-03,40,719
wsdc-132,Tulsa Spring Swing,2007-03,42,144
wsdc-9,Boston Tea Party,2007-03,69,340
wsdc-91,Reno Dance Sensation,2007-03,76,311
wsdc-92,Mid-Atlantic Dance Jam,2007-03,100,180
wsdc-104,Los Angeles Premiere Dance Classic,2007-04,70,226
wsdc-107,Motown Dance Championships,2007-04,40,1127
wsdc-116,Calgary Dance Stampede,2007-04,20,1567
wsdc-134,Swing Dance America,2007-04,54,1107
wsdc-18,Seattle's Easter Swing,2007-04,104,87
wsdc-105,Canadian Swing Championships,2007-05,10,5140
wsdc-121,The Texas Classic,2007-05,10,5022
wsdc-19,Eastern/Washington Dance Challenge,2007-05,39,2393
wsdc-20,FreZno Dance Classic,2007-05,86,7
wsdc-22,USA Grand Nationals,2007-05,30,860
wsdc-67,Americas Classic,2007-05,72,50
wsdc-73,World Swing Dance Championships,2007-05,56,446
wsdc-93,Champion's Weekend (MD),2007-05,10,2718
wsdc-109,Colorado Country Classic,2007-06,20,1234
wsdc-117,Orange Blossom Dance Festival,2007-06,25,2717
wsdc-25,J&J O'Rama,2007-06,98,226
wsdc-95,Swing Niagara Dance Championships,2007-06,48,1184
wsdc-96,Liberty Swing Dance Championships,2007-06,78,142
wsdc-1,4TH of July Convention,2007-07,114,46
wsdc-110,Brandin' Iron Dance Festival,2007-07,20,226
wsdc-123,Champions Weekend (MA),2007-07,30,1389
wsdc-32,National Jitterbug Championships,2007-07,30,1936
wsdc-59,Swing Fling,2007-07,68,1127
wsdc-86,World Hustle Dance Championships,2007-07,16,1769
wsdc-97,Grand Prix of Swing,2007-07,59,50
wsdc-120,Lone Star Invitational,2007-08,19,1819
wsdc-122,Boston Dance Revolution,2007-08,29,1174
wsdc-48,South Bay CW Dance Festival,2007-08,60,226
wsdc-53,Summer Hummer,2007-08,92,211
wsdc-66,Swingtime in the Rockies,2007-08,81,69
wsdc-99,Chicagoland,2007-08,36,320
wsdc-10,Bridgetown Swing Boogie,2007-09,62,211
wsdc-100,New Mexico Dance Fiesta,2007-09,10,3893
wsdc-130,River City Dance Festival,2007-09,10,5137
wsdc-131,Meet Me In St Louis,2007-09,50,50
wsdc-135,Desert City Swing,2007-09,52,211
wsdc-15,Dallas D.A.N.C.E.,2007-09,60,216
wsdc-51,Palm Springs Summer Dance Classic,2007-09,86,242
wsdc-70,Virginia State Open,2007-09,40,216
wsdc-79,Sea to Sky,2007-09,58,211
wsdc-125,Swing City Chicago,2007-10,57,320
wsdc-126,Chico Dance Sensation,2007-10,60,242
wsdc-127,Tulsa Fall Fling,2007-10,10,4109
wsdc-136,Halloween In Harrisburg & Swingzing,2007-10,8,2166
wsdc-65,Halloween SwingThing,2007-10,82,178
wsdc-8,Boogie By The Bay,2007-10,123,211
wsdc-137,Tampa Bay Classic,2007-11,49,211
wsdc-138,Music City Swing Dance Championships,2007-11,35,214
wsdc-31,Mountain Magic,2007-11,58,77
wsdc-63,Swingin' New England Dance Festival,2007-11,80,136
wsdc-68,US Open Swing Dance Championships,2007-11,20,216
wsdc-80,Twin City Swing Challenge,2007-11,29,1819
wsdc-87,C.A.S.H. Bash Weekend,2007-11,39,327
wsdc-139,New Year's Dancin' Eve,2007-12,69,1759
wsdc-140,Hawaii Dance Sensation,2007-12,20,3108
wsdc-141,Spotlight Dance Challenge,2007-12,50,320
wsdc-37,New Year's Dance Camp,2007-12,92,242
wsdc-42,Floorplay New Years Swing Vacation,2007-12,50,111
wsdc-75,Worlds UCWDC,2007-12,28,320
wsdc-61,SwingDiego,2008-01,112,61
wsdc-62,Monterey SwingFest,2008-01,74,211
wsdc-115,Da Dance Camp,2008-02,16,3814
wsdc-12,Capital Swing Dance Convention,2008-02,128,61
wsdc-132,Tulsa Spring Swing,2008-03,49,2599
wsdc-142,The Chicago Classic,2008-03,98,214
wsdc-143,High Desert Dance Classic,2008-03,51,226
wsdc-9,Boston Tea Party,2008-03,90,640
wsdc-91,Reno Dance Sensation,2008-03,110,242
wsdc-92,Mid-Atlantic Dance Jam,2008-03,109,178
wsdc-104,Los Angeles Premiere Dance Classic,2008-04,60,178
wsdc-116,Calgary Dance Stampede,2008-04,10,5138
wsdc-134,Swing Dance America,2008-04,70,320
wsdc-18,Seattle's Easter Swing,2008-04,106,78
wsdc-121,The Texas Classic,2008-05,10,2396
wsdc-144,Swingin' Into Spring,2008-05,56,1179
wsdc-145,Come Rain Come Shine,2008-05,44,3421
wsdc-19,Eastern/Washington Dance Challenge,2008-05,39,1627
wsdc-20,FreZno Dance Classic,2008-05,82,61
wsdc-22,USA Grand Nationals,2008-05,30,1627
wsdc-67,Americas Classic,2008-05,77,50
wsdc-73,World Swing Dance Championships,2008-05,58,226
wsdc-109,Colorado Country Classic,2008-06,40,77
wsdc-117,Orange Blossom Dance Festival,2008-06,29,2396
wsdc-25,J&J O'Rama,2008-06,100,273
wsdc-44,Portland Dance Festival,2008-06,40,1478
wsdc-95,Swing Niagara Dance Championships,2008-06,50,1965
wsdc-96,Liberty Swing Dance Championships,2008-06,19,2346
wsdc-1,4TH of July Convention,2008-07,110,61
wsdc-146,Boston Dance Challenge,2008-07,38,1385
wsdc-147,Toronto Open Swing & Hustle Championships,2008-07,30,3233
wsdc-148,New Orleans Dance Mardi Gras,2008-07,29,2038
wsdc-149,Florida Dance Magic,2008-07,60,360
wsdc-160,Inland Valley Dance Festival,2008-07,36,226
wsdc-59,Swing Fling,2008-07,70,596
wsdc-84,Wisconsin Dance Challenge/Midwest Area Swing Dance Challenge,2008-07,29,3777
wsdc-86,World Hustle Dance Championships,2008-07,29,596
wsdc-97,Grand Prix of Swing,2008-07,58,87
wsdc-119,Chicagoland Dance Festival,2008-08,36,320
wsdc-120,Lone Star Invitational,2008-08,19,4486
wsdc-122,Boston Dance Revolution,2008-08,18,1389
wsdc-48,South Bay CW Dance Festival,2008-08,59,242
wsdc-53,Summer Hummer,2008-08,114,311
wsdc-66,Swingtime in the Rockies,2008-08,78,77
wsdc-77,Arizona Dance Classic,2008-08,9,4771
wsdc-10,Bridgetown Swing Boogie,2008-09,64,77
wsdc-100,New Mexico Dance Fiesta,2008-09,10,4571
wsdc-130,River City Dance Festival,2008-09,10,6104
wsdc-131,Meet Me In St Louis,2008-09,70,50
wsdc-135,Desert City Swing,2008-09,67,211
wsdc-15,Dallas D.A.N.C.E.,2008-09,70,50
wsdc-51,Palm Springs Summer Dance Classic,2008-09,94,214
wsdc-70,Virginia State Open,2008-09,47,1627
wsdc-79,Sea to Sky,2008-09,57,144
wsdc-125,Swing City Chicago,2008-10,65,1277
wsdc-126,Chico Dance Sensation,2008-10,60,193
wsdc-127,Tulsa Fall Fling,2008-10,30,2004
wsdc-150,Carolina Groove,2008-10,35,311
wsdc-43,Paradise Country Dance Festival,2008-10,40,226
wsdc-65,Halloween SwingThing,2008-10,100,178
wsdc-8,Boogie By The Bay,2008-10,164,61
wsdc-129,West Coast Dance Challenge,2008-11,38,1478
wsdc-137,Tampa Bay Classic,2008-11,80,360
wsdc-138,Music City Swing Dance Championships,2008-11,29,50
wsdc-151,Sunshine State Dance Challenge,2008-11,10,4698
wsdc-31,Mountain Magic,2008-11,60,260
wsdc-63,Swingin' New England Dance Festival,2008-11,78,136
wsdc-68,US Open Swing Dance Championships,2008-11,20,2211
wsdc-87,C.A.S.H. Bash Weekend,2008-11,38,2108
wsdc-75,Worlds UCWDC,2008-12,20,2926
wsdc-61,SwingDiego,2009-01,96,311
wsdc-62,Monterey SwingFest,2009-01,102,124
wsdc-12,Capital Swing Dance Convention,2009-02,120,102
wsdc-132,Tulsa Spring Swing,2009-03,58,50
wsdc-142,The Chicago Classic,2009-03,109,175
wsdc-143,High Desert Dance Classic,2009-03,66,226
wsdc-153,Novice Invitational,2009-03,39,2372
wsdc-9,Boston Tea Party,2009-03,70,273
wsdc-91,Reno Dance Sensation,2009-03,70,285
wsdc-92,Mid-Atlantic Dance Jam,2009-03,118,211
wsdc-104,Los Angeles Premiere Dance Classic,2009-04,70,61
wsdc-116,Calgary Dance Stampede,2009-04,20,5176
wsdc-134,Swing Dance America,2009-04,58,2368
wsdc-154,UK WCS Dance Championships,2009-04,30,6066
wsdc-18,Seattle's Easter Swing,2009-04,106,124
wsdc-105,Canadian Swing Championships,2009-05,39,2431
wsdc-121,The Texas Classic,2009-05,20,2396
wsdc-144,Swingin' Into Spring,2009-05,58,1179
wsdc-145,Come Rain Come Shine,2009-05,50,1679
wsdc-19,Eastern/Washington Dance Challenge,2009-05,40,281
wsdc-20,FreZno Dance Classic,2009-05,98,61
wsdc-22,USA Grand Nationals,2009-05,60,1735
wsdc-67,Americas Classic,2009-05,70,2004
wsdc-109,Colorado Country Classic,2009-06,39,1194
wsdc-117,Orange Blossom Dance Festival,2009-06,29,932
wsdc-25,J&J O'Rama,2009-06,110,226
wsdc-44,Portland Dance Festival,2009-06,40,176
wsdc-95,Swing Niagara Dance Championships,2009-06,48,3248
wsdc-96,Liberty Swing Dance Championships,2009-06,92,1822
wsdc-1,4TH of July Convention,2009-07,120,211
wsdc-146,Boston Dance Challenge,2009-07,30,1745
wsdc-147,Toronto Open Swing & Hustle Championships,2009-07,29,2530
wsdc-149,Florida Dance Magic,2009-07,76,178
wsdc-155,The City of Light,2009-07,20,6677
wsdc-156,Big Apple Dance Festival,2009-07,30,1174
wsdc-160,Inland Valley Dance Festival,2009-07,40,226
wsdc-59,Swing Fling,2009-07,69,281
wsdc-76,Michigan Dance Classic,2009-07,48,327
wsdc-84,Wisconsin Dance Challenge/Midwest Area Swing Dance Challenge,2009-07,49,320
wsdc-86,World Hustle Dance Championships,2009-07,19,2999
wsdc-97,Grand Prix of Swing,2009-07,59,50
wsdc-119,Chicagoland Dance Festival,2009-08,40,320
wsdc-120,Lone Star Invitational,2009-08,20,2043
wsdc-157,New England Dance Festival,2009-08,37,1385
wsdc-159,World Swing Masters,2009-08,40,5228
wsdc-48,South Bay CW Dance Festival,2009-08,60,421
wsdc-53,Summer Hummer,2009-08,108,178
wsdc-66,Swingtime in the Rockies,2009-08,103,311
wsdc-10,Bridgetown Swing Boogie,2009-09,70,242
wsdc-130,River City Dance Festival,2009-09,8,5506
wsdc-131,Meet Me In St Louis,2009-09,69,631
wsdc-135,Desert City Swing,2009-09,90,102
wsdc-15,Dallas D.A.N.C.E.,2009-09,76,50
wsdc-51,Palm Springs Summer Dance Classic,2009-09,90,242
wsdc-70,Virginia State Open,2009-09,67,96
wsdc-79,Sea to Sky,2009-09,59,211
wsdc-125,Swing City Chicago,2009-10,50,2368
wsdc-126,Chico Dance Sensation,2009-10,88,311
wsdc-136,Halloween In Harrisburg & Swingzing,2009-10,8,5782
wsdc-43,Paradise Country Dance Festival,2009-10,40,855
wsdc-65,Halloween SwingThing,2009-10,84,178
wsdc-8,Boogie By The Bay,2009-10,138,102
wsdc-129,West Coast Dance Challenge,2009-11,38,1478
wsdc-137,Tampa Bay Classic,2009-11,100,285
wsdc-151,Sunshine State Dance Challenge,2009-11,20,4815
wsdc-31,Mountain Magic,2009-11,75,142
wsdc-63,Swingin' New England Dance Festival,2009-11,70,1389
wsdc-68,US Open Swing Dance Championships,2009-11,20,2216
wsdc-87,C.A.S.H. Bash Weekend,2009-11,40,216
wsdc-139,New Year's Dancin' Eve,2009-12,80,1629
wsdc-141,Spotlight Dance Challenge,2009-12,48,50
wsdc-152,Worlds UCWDC,2009-12,29,1820
wsdc-37,New Year's Dance Camp,2009-12,90,242
wsdc-42,Floorplay New Years Swing Vacation,2009-12,50,681
wsdc-139,New Year's Dancin' Eve,2010-01,89,87
wsdc-141,Spotlight Dance Challenge,2010-01,49,1281
wsdc-37,New Year's Dance Camp,2010-01,90,242
wsdc-42,Floorplay New Years Swing Vacation,2010-01,50,2586
wsdc-62,Monterey SwingFest,2010-01,110,124
wsdc-67,Americas Classic,2010-01,72,216
wsdc-75,Worlds UCWDC,2010-01,18,1369
wsdc-115,Da Dance Camp,2010-02,29,1754
wsdc-12,Capital Swing Dance Convention,2010-02,140,102
wsdc-13,Chicago Classic,2010-03,118,320
wsdc-132,Tulsa Spring Swing,2010-03,68,50
wsdc-143,High Desert Dance Classic,2010-03,57,260
wsdc-153,Novice Invitational,2010-03,40,3193
wsdc-9,Boston Tea Party,2010-03,76,1745
wsdc-91,Reno Dance Sensation,2010-03,88,242
wsdc-92,Mid-Atlantic Dance Jam,2010-03,106,211
wsdc-104,Los Angeles Premiere Dance Classic,2010-04,80,446
wsdc-116,Calgary Dance Stampede,2010-04,10,5138
wsdc-134,Swing Dance America,2010-04,88,379
wsdc-154,UK WCS Dance Championships,2010-04,50,2008
wsdc-161,USA Jack & Jill Championships,2010-04,28,1627
wsdc-18,Seattle's Easter Swing,2010-04,94,211
wsdc-105,Canadian Swing Championships,2010-05,18,2431
wsdc-121,The Texas Classic,2010-05,8,5840
wsdc-144,Swingin' Into Spring,2010-05,60,1179
wsdc-145,Come Rain Come Shine,2010-05,40,1128
wsdc-162,Swingapalooza,2010-05,50,160
wsdc-163,DFW Pro Am Jam,2010-05,30,332
wsdc-19,Eastern/Washington Dance Challenge,2010-05,38,433
wsdc-20,FreZno Dance Classic,2010-05,102,7
wsdc-22,USA Grand Nationals,2010-05,60,2356
wsdc-61,SwingDiego,2010-05,108,102
wsdc-73,World Swing Dance Championships,2010-05,66,7
wsdc-109,Colorado Country Classic,2010-06,45,159
wsdc-117,Orange Blossom Dance Festival,2010-06,43,2989
wsdc-25,J&J O'Rama,2010-06,70,124
wsdc-44,Portland Dance Festival,2010-06,30,2608
wsdc-96,Liberty Swing Dance Championships,2010-06,105,1420
wsdc-1,4TH of July Convention,2010-07,109,102
wsdc-147,Toronto Open Swing & Hustle Championships,2010-07,48,2431
wsdc-148,New Orleans Dance Mardi Gras,2010-07,47,350
wsdc-149,Florida Dance Magic,2010-07,69,360
wsdc-155,The City of Light,2010-07,30,6281
wsdc-156,Big Apple Dance Festival,2010-07,38,1385
wsdc-59,Swing Fling,2010-07,78,96
wsdc-76,Michigan Dance Classic,2010-07,49,976
wsdc-84,Wisconsin Dance Challenge/Midwest Area Swing Dance Challenge,2010-07,59,50
wsdc-97,Grand Prix of Swing,2010-07,83,50
wsdc-119,Chicagoland Dance Festival,2010-08,47,320
wsdc-120,Lone Star Invitational,2010-08,20,408
wsdc-157,New England Dance Festival,2010-08,28,3932
wsdc-159,World Swing Masters,2010-08,32,5228
wsdc-164,Sea Sun and Swing,2010-08,50,5284
wsdc-48,South Bay CW Dance Festival,2010-08,70,560
wsdc-53,Summer Hummer,2010-08,116,211
wsdc-66,Swingtime in the Rockies,2010-08,89,311
wsdc-77,Arizona Dance Classic,2010-08,20,1901
wsdc-10,Bridgetown Swing Boogie,2010-09,68,660
wsdc-100,New Mexico Dance Fiesta,2010-09,16,2472
wsdc-130,River City Dance Festival,2010-09,10,6104
wsdc-131,Meet Me In St Louis,2010-09,72,178
wsdc-135,Desert City Swing,2010-09,99,102
wsdc-15,Dallas D.A.N.C.E.,2010-09,74,50
wsdc-165,Midland Swing Open,2010-09,40,5284
wsdc-51,Palm Springs Summer Dance Classic,2010-09,110,242
wsdc-79,Sea to Sky,2010-09,59,242
wsdc-95,Swing Niagara Dance Championships,2010-09,64,1279
wsdc-125,Swing City Chicago,2010-10,53,320
wsdc-43,Paradise Country Dance Festival,2010-10,40,226
wsdc-65,Halloween SwingThing,2010-10,86,188
wsdc-8,Boogie By The Bay,2010-10,125,50
wsdc-137,Tampa Bay Classic,2010-11,122,976
wsdc-151,Sunshine State Dance Challenge,2010-11,19,1391
wsdc-166,London SWINGvitational,2010-11,39,5629
wsdc-31,Mountain Magic,2010-11,59,260
wsdc-63,Swingin' New England Dance Festival,2010-11,89,87
wsdc-68,US Open Swing Dance Championships,2010-11,28,216
wsdc-70,Virginia State Open,2010-11,60,96
wsdc-87,C.A.S.H. Bash Weekend,2010-11,38,320
wsdc-126,Chico Dance Sensation,2010-12,76,242
wsdc-139,New Year's Dancin' Eve,2011-01,69,1420
wsdc-37,New Year's Dance Camp,2011-01,98,242
wsdc-42,Floorplay New Years Swing Vacation,2011-01,49,2672
wsdc-62,Monterey SwingFest,2011-01,117,76
wsdc-67,Americas Classic,2011-01,82,216
wsdc-12,Capital Swing Dance Convention,2011-02,152,124
wsdc-167,Best of the Best,2011-02,40,6179
wsdc-168,Scottish WCS Dance Championships,2011-02,30,5144
wsdc-169,Dance Camp Chicago,2011-02,48,2514
wsdc-171,Toronto International Swing Dance,2011-02,37,3233
wsdc-142,The Chicago Classic,2011-03,122,50
wsdc-143,High Desert Dance Classic,2011-03,50,7
wsdc-153,Novice Invitational,2011-03,45,2372
wsdc-9,Boston Tea Party,2011-03,102,1420
wsdc-92,Mid-Atlantic Dance Jam,2011-03,129,178
wsdc-104,Los Angeles Premiere Dance Classic,2011-04,60,144
wsdc-132,Tulsa Spring Swing,2011-04,69,50
wsdc-154,UK WCS Dance Championships,2011-04,70,2008
wsdc-161,USA Jack & Jill Championships,2011-04,39,1095
wsdc-170,Russian Open WCS Championships,2011-04,22,8022
wsdc-172,International Hustle & Salsa Congress,2011-04,43,117
wsdc-18,Seattle's Easter Swing,2011-04,112,124
wsdc-91,Reno Dance Sensation,2011-04,93,242
wsdc-105,Canadian Swing Championships,2011-05,40,2308
wsdc-134,Swing Dance America,2011-05,65,320
wsdc-144,Swingin' Into Spring,2011-05,63,1389
wsdc-162,Swingapalooza,2011-05,48,216
wsdc-163,DFW Pro Am Jam,2011-05,49,2604
wsdc-173,Austrian Open,2011-05,30,7578
wsdc-174,Swingsation,2011-05,36,2927
wsdc-20,FreZno Dance Classic,2011-05,102,142
wsdc-22,USA Grand Nationals,2011-05,61,1735
wsdc-61,SwingDiego,2011-05,116,231
wsdc-109,Colorado Country Classic,2011-06,56,692
wsdc-117,Orange Blossom Dance Festival,2011-06,51,1730
wsdc-175,French Open West Coast Swing,2011-06,77,2008
wsdc-25,J&J O'Rama,2011-06,103,124
wsdc-76,Michigan Dance Classic,2011-06,67,50
wsdc-96,Liberty Swing Dance Championships,2011-06,134,242
wsdc-1,4TH of July Convention,2011-07,84,87
wsdc-146,Boston Dance Challenge,2011-07,54,2538
wsdc-147,Toronto Open Swing & Hustle Championships,2011-07,45,2308
wsdc-148,New Orleans Dance Mardi Gras,2011-07,44,2375
wsdc-149,Florida Dance Magic,2011-07,74,117
wsdc-155,The City of Light,2011-07,30,6578
wsdc-156,Big Apple Dance Festival/World Hustle Championships,2011-07,23,3114
wsdc-44,Portland Dance Festival,2011-07,41,2608
wsdc-47,Swingtime in the Rockies,2011-07,106,50
wsdc-73,World Swing Dance Championships,2011-07,29,1619
wsdc-84,Wisconsin Dance Challenge/Midwest Area Swing Dance Challenge,2011-07,69,50
wsdc-119,Chicagoland Dance Festival,2011-08,48,320
wsdc-120,Lone Star Invitational,2011-08,36,1735
wsdc-157,New England Dance Festival,2011-08,49,496
wsdc-159,World Swing Masters,2011-08,44,5457
wsdc-164,Sea Sun and Swing,2011-08,47,7178
wsdc-53,Summer Hummer,2011-08,105,242
wsdc-59,Swing Fling,2011-08,86,273
wsdc-77,Arizona Dance Classic,2011-08,39,421
wsdc-97,Grand Prix of Swing,2011-08,48,50
wsdc-10,Bridgetown Swing Boogie,2011-09,66,242
wsdc-131,Meet Me In St Louis,2011-09,85,50
wsdc-135,Desert City Swing,2011-09,116,102
wsdc-15,Dallas D.A.N.C.E.,2011-09,83,50
wsdc-177,River City Swing,2011-09,69,1391
wsdc-48,South Bay CW Dance Festival,2011-09,100,764
wsdc-51,Palm Springs Summer Dance Classic,2011-09,96,231
wsdc-95,Swing Niagara Dance Championships,2011-09,64,2308
wsdc-125,Swing City Chicago,2011-10,83,320
wsdc-165,Midland Swing Open,2011-10,40,4683
wsdc-178,Montreal WCS Fest,2011-10,50,2308
wsdc-179,New Zealand Open Swing Dance Championships,2011-10,28,2927
wsdc-180,Australian Open Swing Dance Championships,2011-10,40,5456
wsdc-43,Paradise Country Dance Festival,2011-10,53,260
wsdc-65,Halloween SwingThing,2011-10,90,178
wsdc-79,Sea to Sky,2011-10,77,660
wsdc-8,Boogie By The Bay,2011-10,135,102
wsdc-137,Tampa Bay Classic,2011-11,98,117
wsdc-151,Sunshine State Dance Challenge,2011-11,38,1730
wsdc-166,London SWINGvitational,2011-11,41,5457
wsdc-181,DC Swing eXperience,2011-11,70,1123
wsdc-31,Mountain Magic,2011-11,79,272
wsdc-63,Swingin' New England Dance Festival,2011-11,95,87
wsdc-68,US Open Swing Dance Championships,2011-11,30,2814
wsdc-87,C.A.S.H. Bash Weekend,2011-11,51,1739
wsdc-126,Chico Dance Sensation,2011-12,88,211
wsdc-141,Spotlight Dance Challenge,2012-01,81,50
wsdc-152,Worlds UCWDC,2012-01,43,1492
wsdc-167,Best of the Best,2012-01,40,6179
wsdc-183,Freedom Swing Dance Challenge,2012-01,70,1179
wsdc-184,BudaFest Open WCS Championships,2012-01,50,6774
wsdc-37,New Year's Dance Camp,2012-01,96,61
wsdc-39,New Year's Dance Extravaganza,2012-01,69,1420
wsdc-42,Floorplay New Years Swing Vacation,2012-01,58,3070
wsdc-62,Monterey SwingFest,2012-01,107,77
wsdc-67,Americas Classic,2012-01,115,50
wsdc-12,Capital Swing Dance Convention,2012-02,143,102
wsdc-168,Scottish WCS Dance Championships,2012-02,29,6705
wsdc-169,Dance Camp Chicago,2012-02,39,320
wsdc-185,Sweetheart Swing Classic,2012-02,39,4688
wsdc-13,Chicago Classic,2012-03,137,175
wsdc-143,High Desert Dance Classic,2012-03,60,61
wsdc-153,Novice Invitational,2012-03,52,3356
wsdc-170,Russian Open WCS Championships,2012-03,38,7533
wsdc-186,West In Lyon,2012-03,50,6274
wsdc-9,Boston Tea Party,2012-03,90,1629
wsdc-92,Mid-Atlantic Dance Jam,2012-03,128,211
wsdc-132,Tulsa Spring Swing,2012-04,81,50
wsdc-134,Swing Dance America,2012-04,79,976
wsdc-154,UK WCS Dance Championships,2012-04,56,6070
wsdc-172,International Hustle & Salsa Congress,2012-04,39,1391
wsdc-18,Seattle's Easter Swing,2012-04,115,78
wsdc-187,City of Angels,2012-04,121,147
wsdc-105,Canadian Swing Championships,2012-05,33,6088
wsdc-121,The Texas Classic,2012-05,29,4208
wsdc-144,Swingin' Into Spring,2012-05,70,2517
wsdc-162,Swingapalooza,2012-05,50,50
wsdc-163,DFW Pro Am Jam,2012-05,59,3193
wsdc-174,Swingsation,2012-05,40,5456
wsdc-175,French Open West Coast Swing,2012-05,74,2008
wsdc-20,FreZno Dance Classic,2012-05,95,61
wsdc-22,USA Grand Nationals,2012-05,76,1627
wsdc-61,SwingDiego,2012-05,106,237
wsdc-109,Colorado Country Classic,2012-06,61,1194
wsdc-117,Orange Blossom Dance Festival,2012-06,47,3901
wsdc-188,NSW West Coast Swing Dance Championships,2012-06,36,5456
wsdc-25,J&J O'Rama,2012-06,110,124
wsdc-76,Michigan Dance Classic,2012-06,91,50
wsdc-96,Liberty Swing Dance Championships,2012-06,110,96
wsdc-1,4TH of July Convention,2012-07,107,124
wsdc-146,Boston Dance Challenge,2012-07,60,999
wsdc-147,Toronto Open Swing & Hustle Championships,2012-07,52,1739
wsdc-148,New Orleans Dance Mardi Gras,2012-07,70,50
wsdc-149,Florida Dance Magic,2012-07,73,273
wsdc-156,Big Apple Dance Festival,2012-07,27,1174
wsdc-189,Swingin in the Valley,2012-07,20,7120
wsdc-44,Portland Dance Festival,2012-07,54,797
wsdc-47,Swingtime in the Rockies,2012-07,93,50
wsdc-84,Wisconsin Dance Challenge/Midwest Area Swing Dance Challenge,2012-07,64,50
wsdc-120,Lone Star Invitational,2012-08,42,4710
wsdc-157,New England Dance Festival,2012-08,43,1492
wsdc-159,World Swing Masters,2012-08,40,5457
wsdc-164,Sea Sun and Swing,2012-08,71,2008
wsdc-51,Palm Springs Summer Dance Classic,2012-08,115,231
wsdc-53,Summer Hummer,2012-08,107,242
wsdc-59,Swing Fling,2012-08,110,237
wsdc-77,Arizona Dance Classic,2012-08,34,1064
wsdc-99,Chicagoland,2012-08,47,320
wsdc-10,Bridgetown Swing Boogie,2012-09,68,2241
wsdc-131,Meet Me In St Louis,2012-09,84,50
wsdc-135,Desert City Swing,2012-09,125,242
wsdc-15,Dallas D.A.N.C.E.,2012-09,87,50
wsdc-165,Midland Swing Open,2012-09,60,1659
wsdc-177,River City Swing,2012-09,75,408
wsdc-190,Vermont Swing Dance Championships,2012-09,55,1389
wsdc-191,Sunny Side Dance Camp,2012-09,34,7533
wsdc-48,South Bay CW Dance Festival,2012-09,84,548
wsdc-95,Swing Niagara Dance Championships,2012-09,83,2308
wsdc-125,Swing City Chicago,2012-10,102,1153
wsdc-178,Montreal WCS Fest,2012-10,60,2008
