watch_id,source_ref,url,notes,last_checked_at,next_check_at
28c59219e2519aad,wsdc:10175,https://points.worldsdc.com/lookup2020/find,confirmation:2027-04-city-of-angels,2026-09-10T11:09:03.508395+00:00,2026-09-10T14:53:17.738805+00:00
146c7972d4615098,wsdc:1047,https://points.worldsdc.com/lookup2020/find,confirmation:2026-08-desert-city-swing,2026-09-10T11:38:49.147223+00:00,2026-09-11T11:38:49.147223+00:00
04ed4a9419e98c4f,wsdc:10532,https://points.worldsdc.com/lookup2020/find,confirmation:2027-04-city-of-angels,2026-09-10T11:07:23.352813+00:00,2026-09-10T14:53:17.738805+00:00
2bd1bddb5d1940c8,wsdc:10632,https://points.worldsdc.com/lookup2020/find,confirmation:2026-08-bristol-swing-fiesta,2026-09-10T11:02:17.903018+00:00,2026-09-11T11:02:17.903018+00:00
5feed1b8ffcc5347,wsdc:10929,https://points.worldsdc.com/lookup2020/find,confirmation:2026-08-bristol-swing-fiesta,2026-09-10T11:03:03.025961+00:00,2026-09-11T11:03:03.025961+00:00
0f1629cf30f960ad,wsdc:11163,https://points.worldsdc.com/lookup2020/find,confirmation:2027-04-city-of-angels,2026-09-10T11:08:03.546983+00:00,2026-09-10T14:53:17.738805+00:00
130b788b89795afe,wsdc:11956,https://points.worldsdc.com/lookup2020/find,confirmation:2027-04-city-of-angels,2026-09-10T11:08:28.426845+00:00,2026-09-10T14:53:17.738805+00:00
72743baa38fb06e1,wsdc:12038,https://points.worldsdc.com/lookup2020/find,confirmation:2026-08-bristol-swing-fiesta,2026-09-10T11:03:38.023283+00:00,2026-09-11T04:19:58.467025+00:00
c7381e62badac84f,wsdc:12184,https://points.worldsdc.com/lookup2020/find,confirmation:2026-08-bristol-swing-fiesta,2026-09-10T11:05:53.228832+00:00,2026-09-11T04:19:58.467025+00:00
725f133236cf4640,wsdc:12366,https://points.worldsdc.com/lookup2020/find,confirmation:2026-08-bristol-swing-fiesta,2026-09-10T11:03:33.014679+00:00,2026-09-11T04:19:58.467025+00:00
2c66344058839ed7,wsdc:12794,https://points.worldsdc.com/lookup2020/find,confirmation:2027-04-city-of-angels,2026-09-10T11:09:13.484856+00:00,2026-09-10T14:53:17.738805+00:00
5c6959ac9c3bd033,wsdc:12842,https://points.worldsdc.com/lookup2020/find,confirmation:2026-08-summer-hummer,2026-09-10T11:11:48.717045+00:00,2026-09-11T04:20:04.279933+00:00
732ad0f053d36627,wsdc:13262,https://points.worldsdc.com/lookup2020/find,confirmation:2026-08-desert-city-swing,2026-09-10T10:14:00.243223+00:00,2026-09-11T04:20:01.817709+00:00
ba332c82f4d13ab4,wsdc:1333,https://points.worldsdc.com/lookup2020/find,confirmation:2027-04-city-of-angels,2026-09-10T12:02:08.176380+00:00,2026-09-10T14:53:17.738805+00:00
