watch_id,source_ref,url,notes,last_checked_at,next_check_at
22a3a71b66cb2981,wsdc:14027,https://points.worldsdc.com/lookup2020/find,confirmation:2026-08-desert-city-swing,2026-09-10T11:08:58.460105+00:00,2026-09-11T04:20:01.817709+00:00
0f5583ac0bb5075f,wsdc:14098,https://points.worldsdc.com/lookup2020/find,confirmation:2026-08-desert-city-swing,2026-09-10T11:08:08.918902+00:00,2026-09-11T04:20:01.817709+00:00
66247d94a97c28e5,wsdc:14466,https://points.worldsdc.com/lookup2020/find,confirmation:2026-08-bristol-swing-fiesta,2026-09-10T11:03:18.116256+00:00,2026-09-11T04:19:58.467025+00:00
02e1b527e3383a03,wsdc:14563,https://points.worldsdc.com/lookup2020/find,confirmation:2026-08-bristol-swing-fiesta,2026-09-10T11:01:12.812301+00:00,2026-09-11T04:19:58.467025+00:00
6c3cd0755e012e9d,wsdc:14583,https://points.worldsdc.com/lookup2020/find,confirmation:2027-04-city-of-angels,2026-09-10T11:12:33.753047+00:00,2026-09-10T14:53:17.738805+00:00
3ca3f817b05124ff,wsdc:147,https://points.worldsdc.com/lookup2020/find,confirmation:2027-04-city-of-angels,2026-09-10T11:10:08.595731+00:00,2026-09-10T14:53:17.738805+00:00
57fb4aa82a7cf5f4,wsdc:14731,https://points.worldsdc.com/lookup2020/find,confirmation:2027-04-city-of-angels,2026-09-10T11:11:43.734540+00:00,2026-09-10T14:53:17.738805+00:00
b6a9efe53dc9e47f,wsdc:15155,https://points.worldsdc.com/lookup2020/find,confirmation:2026-08-bristol-swing-fiesta,2026-09-10T11:05:18.166774+00:00,2026-09-11T11:05:18.166774+00:00
8d1d6d5fde75b1f0,wsdc:15280,https://points.worldsdc.com/lookup2020/find,confirmation:2026-08-bristol-swing-fiesta,2026-09-10T11:04:08.125897+00:00,2026-09-11T11:04:08.125897+00:00
b6252898f603546f,wsdc:15282,https://points.worldsdc.com/lookup2020/find,confirmation:2026-08-bristol-swing-fiesta,2026-09-10T11:05:13.183946+00:00,2026-09-11T04:19:58.467025+00:00
08329d5eccba72bf,wsdc:15492,https://points.worldsdc.com/lookup2020/find,confirmation:2027-04-city-of-angels,2026-09-10T11:07:38.371236+00:00,2026-09-10T14:53:17.738805+00:00
73b35b499974ac3b,wsdc:15512,https://points.worldsdc.com/lookup2020/find,confirmation:2027-04-city-of-angels,2026-09-10T10:14:05.042253+00:00,2026-09-10T14:53:17.738805+00:00
c93f747c7f6297f8,wsdc:15846,https://points.worldsdc.com/lookup2020/find,confirmation:2026-08-bristol-swing-fiesta,2026-09-10T11:06:13.299954+00:00,2026-09-11T04:19:58.467025+00:00
2d68fc88d53eee16,wsdc:15865,https://points.worldsdc.com/lookup2020/find,confirmation:2026-08-bristol-swing-fiesta,2026-09-10T11:02:22.945217+00:00,2026-09-11T04:19:58.467025+00:00
045d75c90f2770a5,wsdc:15985,https://points.worldsdc.com/lookup2020/find,confirmation:2026-08-bristol-swing-fiesta,2026-09-10T11:01:17.856142+00:00,2026-09-11T04:19:58.467025+00:00
66ecf5fc32f5bfab,wsdc:16071,https://points.worldsdc.com/lookup2020/find,confirmation:2026-08-summer-hummer,2026-09-10T11:12:18.745839+00:00,2026-09-11T11:12:18.745839+00:00
3a4273a7fb612043,wsdc:16327,https://points.worldsdc.com/lookup2020/find,confirmation:2027-04-city-of-angels,2026-09-10T11:09:58.549928+00:00,2026-09-10T14:53:17.738805+00:00
6897c3d5b3796e3e,wsdc:16785,https://points.worldsdc.com/lookup2020/find,confirmation:2027-04-city-of-angels,2026-09-10T11:12:23.751383+00:00,2026-09-10T14:53:17.738805+00:00
b991a9292fa69742,wsdc:16867,https://points.worldsdc.com/lookup2020/find,confirmation:2026-08-bristol-swing-fiesta,2026-09-10T11:05:28.169167+00:00,2026-09-11T04:19:58.467025+00:00
bf3c4bbb4d1708e9,wsdc:16870,https://points.worldsdc.com/lookup2020/find,confirmation:2026-08-bristol-swing-fiesta,2026-09-10T11:05:33.192512+00:00,2026-09-11T04:19:58.467025+00:00
5268b616461da235,wsdc:17340,https://points.worldsdc.com/lookup2020/find,confirmation:2026-08-bristol-swing-fiesta,2026-09-10T11:11:23.683605+00:00,2026-09-11T04:19:58.467025+00:00
37e5754e083e6034,wsdc:17415,https://points.worldsdc.com/lookup2020/find,confirmation:2026-08-summer-hummer,2026-09-10T11:09:53.891986+00:00,2026-09-11T04:20:04.279933+00:00
4bd75ee52cfcbe5d,wsdc:17509,https://points.worldsdc.com/lookup2020/find,confirmation:2027-04-city-of-angels,2026-09-10T11:10:58.634198+00:00,2026-09-10T14:53:17.738805+00:00
c735c298f62fb9b7,wsdc:17566,https://points.worldsdc.com/lookup2020/find,confirmation:2026-08-bristol-swing-fiesta,2026-09-10T11:05:48.224281+00:00,2026-09-11T11:05:48.224281+00:00
35d44cc56708e93d,wsdc:17707,https://points.worldsdc.com/lookup2020/find,confirmation:2027-04-city-of-angels,2026-09-10T11:09:43.543432+00:00,2026-09-10T14:53:17.738805+00:00
2f4c246a4bed3d0b,wsdc:17737,https://points.worldsdc.com/lookup2020/find,confirmation:2026-08-desert-city-swing,2026-09-10T11:09:28.525622+00:00,2026-09-11T04:20:01.817709+00:00
3468f2a8ade9522a,wsdc:17901,https://points.worldsdc.com/lookup2020/find,confirmation:2026-08-bristol-swing-fiesta,2026-09-10T11:02:32.909522+00:00,2026-09-11T11:02:32.909522+00:00
2d84d1f8895e20b8,wsdc:18146,https://points.worldsdc.com/lookup2020/find,confirmation:2026-08-bristol-swing-fiesta,2026-09-10T11:02:27.924964+00:00,2026-09-11T04:19:58.467025+00:00
f58df5b630815406,wsdc:18149,https://points.worldsdc.com/lookup2020/find,confirmation:2026-08-bristol-swing-fiesta,2026-09-10T11:06:58.315196+00:00,2026-09-11T04:19:58.467025+00:00
82143bde14f10ef1,wsdc:18215,https://points.worldsdc.com/lookup2020/find,confirmation:2026-08-bristol-swing-fiesta,2026-09-10T11:03:58.154206+00:00,2026-09-11T11:03:58.154206+00:00
2b568db28a7186b6,wsdc:18348,https://points.worldsdc.com/lookup2020/find,confirmation:2027-04-city-of-angels,2026-09-10T11:09:08.474450+00:00,2026-09-10T14:53:17.738805+00:00
2f2460826442b2bf,wsdc:18531,https://points.worldsdc.com/lookup2020/find,confirmation:2027-04-city-of-angels,2026-09-10T11:09:23.568573+00:00,2026-09-10T14:53:17.738805+00:00
