candidate_series,printed_name,snapshot_ids,suggested_override,years
[],SwingCouver (Unconfirmed),"[""snap_20260913T055241Z_d374c58b5248""]","SwingCouver (Unconfirmed),listed-swingcouver-unconfirmed,wsdc_calendar,review series identity",[2024]
[],SwingCouver (cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","SwingCouver (cancelled due to Covid-19),listed-swingcouver-cancelled-due-to-covid-19,wsdc_calendar,review series identity","[2021, 2022]"
[],SwingCouver 2023/24,"[""snap_20260910T054338Z_6d3193dbd1ad""]","SwingCouver 2023/24,listed-swingcouver-24,scoringdance,review series identity",[2023]
[],SwingTime (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","SwingTime (Cancelled due to Covid-19),listed-swingtime-cancelled-due-to-covid-19,wsdc_calendar,review series identity",[2021]
[],SwingTime Denver (Unconfirmed),"[""snap_20260913T055430Z_17be191620ce""]","SwingTime Denver (Unconfirmed),listed-swingtime-denver-unconfirmed,wsdc_calendar,review series identity",[2025]
[],SwingTime Denver (Unfonfirmed),"[""snap_20260913T055241Z_d374c58b5248""]","SwingTime Denver (Unfonfirmed),listed-swingtime-denver-unfonfirmed,wsdc_calendar,review series identity",[2024]
[],SwingVester 2024/25,"[""snap_20260910T060537Z_dce754010b45""]","SwingVester 2024/25,listed-swingvester-25,scoringdance,review series identity",[2024]
[],SwingVester 2025/26 WSDC,"[""snap_20260910T061233Z_4588103f377e""]","SwingVester 2025/26 WSDC,listed-swingvester-26-wsdc,scoringdance,review series identity",[2025]
[],Swingapalooza (Cancelled due to Coronavirus),"[""snap_20260913T052653Z_4309094e8fb4""]","Swingapalooza (Cancelled due to Coronavirus),listed-swingapalooza-cancelled-due-to-coronavirus,wsdc_calendar,review series identity",[2020]
[],Swingapalooza (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","Swingapalooza (Cancelled due to Covid-19),listed-swingapalooza-cancelled-due-to-covid-19,wsdc_calendar,review series identity",[2021]
[],Swingin' Down The Mersey,"[""snap_20260913T050443Z_6a757e752fa4""]","Swingin' Down The Mersey,listed-swingin-down-the-mersey,swingdancecouncil,review series identity",[2010]
[],Swingin' Into Spring (Cancelled due to Coronavirus),"[""snap_20260913T052653Z_4309094e8fb4""]","Swingin' Into Spring (Cancelled due to Coronavirus),listed-swingin-into-spring-cancelled-due-to-coronavirus,wsdc_calendar,review series identity",[2020]
[],Swingin' Into Spring (Unconfirmed),"[""snap_20260913T052834Z_980218abecff"", ""snap_20260913T055241Z_d374c58b5248""]","Swingin' Into Spring (Unconfirmed),listed-swingin-into-spring-unconfirmed,wsdc_calendar,review series identity","[2023, 2024]"
[],Swingle Bell Rock,"[""snap_20260909T150512Z_694f97493af0""]","Swingle Bell Rock,listed-swingle-bell-rock,eepro,review series identity",[2025]
[],Swingmasters at World Dance masters,"[""snap_20260913T051244Z_a3c08b0b73ee""]","Swingmasters at World Dance masters,listed-swingmasters-at-world-dance-masters,wsdc_calendar,review series identity",[2016]
[],Swingover 2020 (Cancelled due to Coronavirus),"[""snap_20260913T052653Z_4309094e8fb4""]","Swingover 2020 (Cancelled due to Coronavirus),listed-swingover-cancelled-due-to-coronavirus,wsdc_calendar,review series identity",[2020]
[],Swingsation (Cancelled due to Coronavirus),"[""snap_20260913T052653Z_4309094e8fb4""]","Swingsation (Cancelled due to Coronavirus),listed-swingsation-cancelled-due-to-coronavirus,wsdc_calendar,review series identity",[2020]
[],Swingside Invitational (Unconfirmed),"[""snap_20260913T055241Z_d374c58b5248""]","Swingside Invitational (Unconfirmed),listed-swingside-invitational-unconfirmed,wsdc_calendar,review series identity",[2024]
[],Swingtacular: The Galactic Open 2020 (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","Swingtacular: The Galactic Open 2020 (Cancelled due to Covid-19),listed-swingtacular-the-galactic-open-cancelled-due-to-covid-19,wsdc_calendar,review series identity",[2020]
[],Swingtacular: The Galactic Open 2021 (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","Swingtacular: The Galactic Open 2021 (Cancelled due to Covid-19),listed-swingtacular-the-galactic-open-cancelled-due-to-covid-19,wsdc_calendar,review series identity",[2021]
[],Swingtimate (Unconfirmed),"[""snap_20260913T052844Z_b95ece79a3ac"", ""snap_20260913T055402Z_7d4968c3ecb5""]","Swingtimate (Unconfirmed),listed-swingtimate-unconfirmed,wsdc_calendar,review series identity","[2023, 2024]"
"[""wsdc-47"", ""wsdc-66""]",Swingtime in the Rockies,"[""snap_20260913T050503Z_1dc9d7a88150"", ""snap_20260913T050523Z_599faad414ce"", ""snap_20260913T050643Z_3b5c53c6d4d5"", ""snap_20260913T050713Z_532a13011352"", ""snap_20260913T050724Z_6ddaacedd7ed"", ""snap_20260913T050824Z_b47e1d7bdc49"", ""snap_20260913T051323Z_5eacfc6206a3"", ""snap_20260913T051734Z_2512163ed68e"", ""snap_20260913T052253Z_3f7ff1a00522""]","Swingtime in the Rockies,listed-swingtime-in-the-rockies,swingdancecouncil,review series identity","[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2020]"
[],Swingtime in the Rockies (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","Swingtime in the Rockies (Cancelled due to Covid-19),listed-swingtime-in-the-rockies-cancelled-due-to-covid-19,wsdc_calendar,review series identity",[2020]
[],Swingtzerland (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4"", ""snap_20260913T052804Z_e1e669041068""]","Swingtzerland (Cancelled due to Covid-19),listed-swingtzerland-cancelled-due-to-covid-19,wsdc_calendar,review series identity","[2021, 2022, 2023]"
[],Swingvester (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","Swingvester (Cancelled due to Covid-19),listed-swingvester-cancelled-due-to-covid-19,wsdc_calendar,review series identity",[2021]
[],Swiss Open WCS,"[""de51b1e142624d9a854864ae05264d1b""]","Swiss Open WCS,listed-swiss-open-wcs,wsdc_calendar,review series identity",[2026]
[],Swiss Open WCS (On Hiatus),"[""snap_20260913T050733Z_35c526f5b7e9""]","Swiss Open WCS (On Hiatus),listed-swiss-open-wcs,swingdancecouncil,review series identity",[2015]
[],Swustlicious (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","Swustlicious (Cancelled due to Covid-19),listed-swustlicious-cancelled-due-to-covid-19,wsdc_calendar,review series identity","[2020, 2021]"
[],Swustlicious (unconfirmed),"[""snap_20260913T055241Z_d374c58b5248""]","Swustlicious (unconfirmed),listed-swustlicious-unconfirmed,wsdc_calendar,review series identity",[2024]
[],TAF Deutsche Meisterschaft West Coast Swing 2019,"[""snap_20260910T060446Z_9e025464dbfa""]","TAF Deutsche Meisterschaft West Coast Swing 2019,listed-taf-deutsche-meisterschaft-west-coast-swing,scoringdance,review series identity",[2019]
[],TAF German Masters West 2019,"[""snap_20260910T060132Z_dbf18a1fc59b""]","TAF German Masters West 2019,listed-taf-german-masters-west,scoringdance,review series identity",[2019]
[],TAF German Masters West Coast Swing Nord 2019,"[""snap_20260910T032911Z_34e948f7fea1""]","TAF German Masters West Coast Swing Nord 2019,listed-taf-german-masters-west-coast-swing-nord,scoringdance,review series identity",[2019]
[],TAHITIAN OPEN WEST COAST SWING,"[""snap_20260913T053000Z_11d8e6dbdaab""]","TAHITIAN OPEN WEST COAST SWING,listed-tahitian-open-west-coast-swing,wsdc_newsletter,review series identity",[2019]
[],TAMPA BAY CLASSIC (NASDE),"[""snap_20260913T052919Z_08ef5aac2666"", ""snap_20260913T053204Z_ea0a1cfa6f68"", ""snap_20260913T053243Z_3347ef6a3141""]","TAMPA BAY CLASSIC (NASDE),listed-tampa-bay-classic-nasde,wsdc_newsletter,review series identity","[2017, 2018, 2019]"
[],TLV SwingFest (Cancelled due to Corona Virus),"[""snap_20260913T052653Z_4309094e8fb4""]","TLV SwingFest (Cancelled due to Corona Virus),listed-tlv-swingfest-cancelled-due-to-corona-virus,wsdc_calendar,review series identity",[2020]
[],TLV SwingFest (Cancelled due to War),"[""snap_20260913T055241Z_d374c58b5248""]","TLV SwingFest (Cancelled due to War),listed-tlv-swingfest-cancelled-due-to-war,wsdc_calendar,review series identity",[2024]
[],TLV SwingFest (Unconfirmed),"[""snap_20260913T055220Z_d77aed35c78d""]","TLV SwingFest (Unconfirmed),listed-tlv-swingfest-unconfirmed,wsdc_calendar,review series identity",[2024]
[],TOSHC - Toronto Open Swing and Hustle Championships,"[""snap_20260913T052744Z_6206c331a747""]","TOSHC - Toronto Open Swing and Hustle Championships,listed-toshc-toronto-open-swing-and-hustle-championships,wsdc_calendar,review series identity",[2023]
[],Tahitian Open West Coast Swing (Cancelled due to Coronavirus),"[""snap_20260913T052610Z_9b5425eda664""]","Tahitian Open West Coast Swing (Cancelled due to Coronavirus),listed-tahitian-open-west-coast-swing-cancelled-due-to-coronavirus,wsdc_calendar,review series identity",[2019]
[],Tampa Bay Classic (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","Tampa Bay Classic (Cancelled due to Covid-19),listed-tampa-bay-classic-cancelled-due-to-covid-19,wsdc_calendar,review series identity",[2020]
[],Tampa Bay Classic (Unconfirmed),"[""snap_20260913T052844Z_b95ece79a3ac""]","Tampa Bay Classic (Unconfirmed),listed-tampa-bay-classic-unconfirmed,wsdc_calendar,review series identity",[2024]
[],Terra Livre Dance Festival 2025 (Summer Edition),"[""snap_20260910T063118Z_90ebe357910b""]","Terra Livre Dance Festival 2025 (Summer Edition),listed-terra-livre-dance-festival-summer-edition,scoringdance,review series identity",[2025]
[],Terra Livre Dance Festival 2025 (Winter Edition),"[""snap_20260910T053504Z_cfe6d72a232b""]","Terra Livre Dance Festival 2025 (Winter Edition),listed-terra-livre-dance-festival-winter-edition,scoringdance,review series identity",[2025]
[],Texas Classic (Unconfirmed),"[""snap_20260913T055220Z_d77aed35c78d"", ""snap_20260913T055430Z_17be191620ce""]","Texas Classic (Unconfirmed),listed-texas-classic-unconfirmed,wsdc_calendar,review series identity","[2024, 2025]"
[],The After Party - TAP (Unconfirmed),"[""snap_20260913T052844Z_b95ece79a3ac""]","The After Party - TAP (Unconfirmed),listed-the-after-party-tap-unconfirmed,wsdc_calendar,review series identity",[2023]
[],The After Party aka TAP,"[""de51b1e142624d9a854864ae05264d1b""]","The After Party aka TAP,listed-the-after-party-aka-tap,wsdc_calendar,review series identity",[2026]
[],The Aloha Open (Trial Event),"[""snap_20260913T055309Z_e2e9db9abb1c""]","The Aloha Open (Trial Event),listed-the-aloha-open-trial-event,wsdc_calendar,review series identity",[2024]
[],The Bend Connection (Trial Event),"[""snap_20260913T055241Z_d374c58b5248""]","The Bend Connection (Trial Event),listed-the-bend-connection-trial-event,wsdc_calendar,review series identity",[2024]
[],The Bend Connection (Unconfirmed),"[""snap_20260913T055411Z_037bc2fb7478""]","The Bend Connection (Unconfirmed),listed-the-bend-connection-unconfirmed,wsdc_calendar,review series identity",[2025]
[],The Canadian Open,"[""snap_20260913T050623Z_d97f842d3cbc""]","The Canadian Open,listed-the-canadian-open,swingdancecouncil,review series identity",[2012]
[],The Chicago Classic   (NASDE) - HIATUS - Registry Event,"[""snap_20260913T051244Z_a3c08b0b73ee""]","The Chicago Classic   (NASDE) - HIATUS - Registry Event,listed-the-chicago-classic-nasde-registry-event,wsdc_calendar,review series identity",[2017]
[],The Chicago Classic (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","The Chicago Classic (Cancelled due to Covid-19),listed-the-chicago-classic-cancelled-due-to-covid-19,wsdc_calendar,review series identity",[2021]
[],The Chicago Classic (NASDE) - HIATUS,"[""snap_20260913T051234Z_f0158d065885""]","The Chicago Classic (NASDE) - HIATUS,listed-the-chicago-classic-nasde,wsdc_calendar,review series identity",[2017]
[],The City of Lights,"[""snap_20260913T050503Z_1dc9d7a88150"", ""snap_20260913T050653Z_5cf4ae4e6585""]","The City of Lights,listed-the-city-of-lights,swingdancecouncil,review series identity","[2010, 2012]"
[],The New Zealand Open Swing Dance Championships,"[""snap_20260913T050533Z_9b70788c5a8a"", ""snap_20260913T050703Z_0dc4bfe1a4a1"", ""snap_20260913T050724Z_6ddaacedd7ed""]","The New Zealand Open Swing Dance Championships,listed-the-new-zealand-open-swing-dance-championships,swingdancecouncil,review series identity","[2011, 2012, 2013, 2014]"
[],The Open,"[""snap_20260909T150512Z_694f97493af0""]","The Open,listed-the-open,eepro,review series identity",[2025]
[],The Open Swing Dance Championships,"[""de51b1e142624d9a854864ae05264d1b"", ""snap_20260913T055353Z_2f7c24378244""]","The Open Swing Dance Championships,listed-the-open-swing-dance-championships,wsdc_calendar,review series identity","[2024, 2026]"
[],The Texas Classic (Cancelled due to Coronavirus),"[""snap_20260913T052653Z_4309094e8fb4""]","The Texas Classic (Cancelled due to Coronavirus),listed-the-texas-classic-cancelled-due-to-coronavirus,wsdc_calendar,review series identity",[2020]
[],The US Open Swing Dance Championships,"[""snap_20260913T055339Z_5308cf7b884e""]","The US Open Swing Dance Championships,listed-the-us-open-swing-dance-championships,wsdc_calendar,review series identity",[2024]
[],The WCS German Open Championships,"[""snap_20260913T051734Z_2512163ed68e""]","The WCS German Open Championships,listed-the-wcs-german-open-championships,wsdc_calendar,review series identity",[2020]
[],The WCS German Open Championships (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","The WCS German Open Championships (Cancelled due to Covid-19),listed-the-wcs-german-open-championships-cancelled-due-to-covid-19,wsdc_calendar,review series identity",[2020]
[],Toronto International Swing Dance Championships,"[""snap_20260913T050503Z_1dc9d7a88150""]","Toronto International Swing Dance Championships,listed-toronto-international-swing-dance-championships,swingdancecouncil,review series identity",[2011]
[],Toronto Open Swing & Hustle Championships (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","Toronto Open Swing & Hustle Championships (Cancelled due to Covid-19),listed-toronto-open-swing-hustle-championships-cancelled-due-to-covid-19,wsdc_calendar,review series identity","[2020, 2021]"
[],Toronto Open Swing Dance Championships,"[""snap_20260913T050433Z_b749ee48056f""]","Toronto Open Swing Dance Championships,listed-toronto-open-swing-dance-championships,swingdancecouncil,review series identity",[2010]
[],Toronto Open Swing and Hustle Championships (Unconfirmed),"[""snap_20260913T055241Z_d374c58b5248"", ""snap_20260913T055430Z_17be191620ce""]","Toronto Open Swing and Hustle Championships (Unconfirmed),listed-toronto-open-swing-and-hustle-championships-unconfirmed,wsdc_calendar,review series identity","[2024, 2025]"
[],Trilogy Swing (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","Trilogy Swing (Cancelled due to Covid-19),listed-trilogy-swing-cancelled-due-to-covid-19,wsdc_calendar,review series identity","[2020, 2021]"
[],Trilogy Swing (Unconfirmed),"[""snap_20260913T055220Z_d77aed35c78d""]","Trilogy Swing (Unconfirmed),listed-trilogy-swing-unconfirmed,wsdc_calendar,review series identity",[2024]
[],Tulsa Fall Fling,"[""snap_20260913T050443Z_6a757e752fa4"", ""snap_20260913T050653Z_5cf4ae4e6585"", ""snap_20260913T050903Z_eeca76f57b94""]","Tulsa Fall Fling,listed-tulsa-fall-fling,swingdancecouncil,review series identity","[2010, 2012, 2015]"
[],Tulsa Spring Swing (Cancelled due to Coronavirus),"[""snap_20260913T052653Z_4309094e8fb4""]","Tulsa Spring Swing (Cancelled due to Coronavirus),listed-tulsa-spring-swing-cancelled-due-to-coronavirus,wsdc_calendar,review series identity",[2020]
[],Tulsa Spring Swing (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","Tulsa Spring Swing (Cancelled due to Covid-19),listed-tulsa-spring-swing-cancelled-due-to-covid-19,wsdc_calendar,review series identity","[2021, 2022, 2023]"
[],Twin Cities Rebels Swing Dance Club,"[""snap_20260913T052610Z_9b5425eda664""]","Twin Cities Rebels Swing Dance Club,listed-twin-cities-rebels-swing-dance-club,wsdc_calendar,review series identity",[2019]
[],U.K. & European WCS Championships (Cancelled due to Coronavirus),"[""snap_20260913T052610Z_9b5425eda664""]","U.K. & European WCS Championships (Cancelled due to Coronavirus),listed-u-k-european-wcs-championships-cancelled-due-to-coronavirus,wsdc_calendar,review series identity",[2019]
[],U.K. WCS Dance Championships,"[""snap_20260913T050503Z_1dc9d7a88150""]","U.K. WCS Dance Championships,listed-u-k-wcs-dance-championships,swingdancecouncil,review series identity",[2010]
[],UCWDC COUNTRY DANCE WORLD CHANPIONSHIPS,"[""snap_20260913T052910Z_44c788523cf4"", ""snap_20260913T052930Z_9938b86a7094""]","UCWDC COUNTRY DANCE WORLD CHANPIONSHIPS,listed-ucwdc-country-dance-world-chanpionships,wsdc_newsletter,review series identity","[2017, 2018]"
[],UCWDC COUNTRY DANCE WORLD CHAPIONSHIPS **,"[""snap_20260913T053253Z_e19d60bb1ba4""]","UCWDC COUNTRY DANCE WORLD CHAPIONSHIPS **,listed-ucwdc-country-dance-world-chapionships,wsdc_newsletter,review series identity",[2019]
[],UCWDC World Championships,"[""snap_20260913T053423Z_68c1360eb9f6""]","UCWDC World Championships,listed-ucwdc-world-championships,wsdc_newsletter,review series identity",[2023]
[],UK & European Championships (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4"", ""snap_20260913T052834Z_980218abecff""]","UK & European Championships (Cancelled due to Covid-19),listed-uk-european-championships-cancelled-due-to-covid-19,wsdc_calendar,review series identity","[2022, 2023]"
[],UK & European Championships (Unconfirmed),"[""snap_20260913T055220Z_d77aed35c78d""]","UK & European Championships (Unconfirmed),listed-uk-european-championships-unconfirmed,wsdc_calendar,review series identity",[2024]
[],UK & European WCS Championships (Canceled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","UK & European WCS Championships (Canceled due to Covid-19),listed-uk-european-wcs-championships-canceled-due-to-covid-19,wsdc_calendar,review series identity",[2021]
[],UK & European WCS Championships (Cancelled due to the Coronavirus),"[""snap_20260913T052653Z_4309094e8fb4""]","UK & European WCS Championships (Cancelled due to the Coronavirus),listed-uk-european-wcs-championships-cancelled-due-to-the-coronavirus,wsdc_calendar,review series identity",[2020]
[],UK WCS Champs (Cancelled due to Covid-19),"[""snap_20260913T052834Z_980218abecff""]","UK WCS Champs (Cancelled due to Covid-19),listed-uk-wcs-champs-cancelled-due-to-covid-19,wsdc_calendar,review series identity",[2023]
[],UK WCS Champs (On Hiatus),"[""snap_20260913T055241Z_d374c58b5248""]","UK WCS Champs (On Hiatus),listed-uk-wcs-champs,wsdc_calendar,review series identity",[2024]
[],UK WCS Champs (Unconfirmed),"[""snap_20260913T055220Z_d77aed35c78d""]","UK WCS Champs (Unconfirmed),listed-uk-wcs-champs-unconfirmed,wsdc_calendar,review series identity",[2024]
[],US OPEN SWING DANCE CHAMPIONSHIPS (NASDE),"[""snap_20260913T052950Z_43d0406b9025"", ""snap_20260913T053204Z_ea0a1cfa6f68"", ""snap_20260913T053253Z_e19d60bb1ba4""]","US OPEN SWING DANCE CHAMPIONSHIPS (NASDE),listed-us-open-swing-dance-championships-nasde,wsdc_newsletter,review series identity","[2017, 2018, 2019]"
[],"US OPEN SWING DANCE CHAMPIONSHIPS, INC (Cancelled due to Covid-19)","[""snap_20260913T052653Z_4309094e8fb4""]","US OPEN SWING DANCE CHAMPIONSHIPS, INC (Cancelled due to Covid-19),listed-us-open-swing-dance-championships-inc-cancelled-due-to-covid-19,wsdc_calendar,review series identity",[2020]
[],"US OPEN SWING DANCE CHAMPIONSHIPS, INC \""THE OPEN\""","[""snap_20260913T052324Z_2608f92141b3""]","US OPEN SWING DANCE CHAMPIONSHIPS, INC \""THE OPEN\"",listed-us-open-swing-dance-championships-inc-the-open,wsdc_calendar,review series identity",[2021]
[],US Open Swing Dance Championships     (NASDE),"[""snap_20260913T051244Z_a3c08b0b73ee""]","US Open Swing Dance Championships     (NASDE),listed-us-open-swing-dance-championships-nasde,wsdc_calendar,review series identity",[2016]
[],US Open Swing Dance Championships (Cancelled due to Covid-19),"[""snap_20260913T052444Z_b8bf6145753d"", ""snap_20260913T052653Z_4309094e8fb4""]","US Open Swing Dance Championships (Cancelled due to Covid-19),listed-us-open-swing-dance-championships-cancelled-due-to-covid-19,wsdc_calendar,review series identity","[2021, 2022]"
[],US Open Swing Dance Championships (NASDE),"[""snap_20260913T053414Z_e2920d5d80be""]","US Open Swing Dance Championships (NASDE),listed-us-open-swing-dance-championships-nasde,wsdc_newsletter,review series identity",[2022]
[],USA GRAND NATIONAL DANCE CHAMPIONSHIP (NASDE),"[""snap_20260913T035045Z_008aaf4c6933"", ""snap_20260913T052940Z_0177184cf9eb"", ""snap_20260913T053000Z_11d8e6dbdaab""]","USA GRAND NATIONAL DANCE CHAMPIONSHIP (NASDE),listed-usa-grand-national-dance-championship-nasde,wsdc_newsletter,review series identity","[2017, 2018, 2019]"
[],USA Grand National Dance Championship,"[""snap_20260913T050633Z_04b39eb0707f"", ""snap_20260913T050713Z_532a13011352"", ""snap_20260913T050724Z_6ddaacedd7ed"", ""snap_20260913T050803Z_89757c41ead1"", ""snap_20260913T051023Z_de41000bfa60"", ""snap_20260913T051734Z_2512163ed68e""]","USA Grand National Dance Championship,listed-usa-grand-national-dance-championship,swingdancecouncil,review series identity","[2012, 2013, 2014, 2015, 2016, 2020]"
[],USA Grand National Dance Championship (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","USA Grand National Dance Championship (Cancelled due to Covid-19),listed-usa-grand-national-dance-championship-cancelled-due-to-covid-19,wsdc_calendar,review series identity","[2020, 2021, 2022]"
[],USA Grand national dance championship (NASDE),"[""snap_20260913T053443Z_bf5de4bbd205""]","USA Grand national dance championship (NASDE),listed-usa-grand-national-dance-championship-nasde,wsdc_newsletter,review series identity",[2024]
[],USA Grand national dance championship (NASDE) WSDC Membership Meeting,"[""snap_20260913T053450Z_ce3c79f4aa99""]","USA Grand national dance championship (NASDE) WSDC Membership Meeting,listed-usa-grand-national-dance-championship-nasde-wsdc-membership-meeting,wsdc_newsletter,review series identity",[2023]
[],USA J & J Swing Dance Championships,"[""snap_20260913T050503Z_1dc9d7a88150""]","USA J & J Swing Dance Championships,listed-usa-j-j-swing-dance-championships,swingdancecouncil,review series identity",[2010]
[],Ukrainian Open (Cancelled due to War),"[""snap_20260913T052834Z_980218abecff"", ""snap_20260913T055241Z_d374c58b5248""]","Ukrainian Open (Cancelled due to War),listed-ukrainian-open-cancelled-due-to-war,wsdc_calendar,review series identity","[2023, 2024]"
[],UpTown Swing (Unconfirmed),"[""snap_20260913T055241Z_d374c58b5248"", ""snap_20260913T055430Z_17be191620ce""]","UpTown Swing (Unconfirmed),listed-uptown-swing-unconfirmed,wsdc_calendar,review series identity","[2024, 2025]"
[],Upstate Dance Challenge (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","Upstate Dance Challenge (Cancelled due to Covid-19),listed-upstate-dance-challenge-cancelled-due-to-covid-19,wsdc_calendar,review series identity","[2020, 2021]"
[],Vermont Swing Championships,"[""snap_20260913T050703Z_0dc4bfe1a4a1"", ""snap_20260913T050713Z_532a13011352"", ""snap_20260913T050724Z_6ddaacedd7ed"", ""snap_20260913T050843Z_ac31baa840e2"", ""snap_20260913T050913Z_e6ad854e9c1e""]","Vermont Swing Championships,listed-vermont-swing-championships,swingdancecouncil,review series identity","[2012, 2013, 2014, 2015, 2016]"
[],Virginia State Open Swing Dance Championships,"[""snap_20260913T050503Z_1dc9d7a88150""]","Virginia State Open Swing Dance Championships,listed-virginia-state-open-swing-dance-championships,swingdancecouncil,review series identity",[2010]
[],WCS Champions At Sea,"[""snap_20260913T050943Z_63c65573e873""]","WCS Champions At Sea,listed-wcs-champions-at-sea,swingdancecouncil,review series identity",[2015]
[],WCS Festival (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","WCS Festival (Cancelled due to Covid-19),listed-wcs-festival-cancelled-due-to-covid-19,wsdc_calendar,review series identity","[2020, 2021]"
[],WCS Festival Düsseldorf 2022,"[""snap_20260910T060917Z_f97aa1239e52""]","WCS Festival Düsseldorf 2022,listed-wcs-festival-dusseldorf,scoringdance,review series identity",[2022]
[],WCS Festival Düsseldorf 2023,"[""snap_20260910T061238Z_465e82ec2fb3""]","WCS Festival Düsseldorf 2023,listed-wcs-festival-dusseldorf,scoringdance,review series identity",[2023]
[],WCS Festival Düsseldorf 2024,"[""snap_20260910T051349Z_6b741148c10d""]","WCS Festival Düsseldorf 2024,listed-wcs-festival-dusseldorf,scoringdance,review series identity",[2024]
[],WCS Festival Düsseldorf 2025,"[""snap_20260910T060244Z_9d2a07606b61""]","WCS Festival Düsseldorf 2025,listed-wcs-festival-dusseldorf,scoringdance,review series identity",[2025]
[],WCS Magyar Kupa,"[""snap_20260910T063152Z_c3c4d4813187""]","WCS Magyar Kupa,listed-wcs-magyar-kupa,scoringdance,review series identity",[2024]
[],WCS Magyar Kupa 2025,"[""snap_20260910T054011Z_045336ef5a1c""]","WCS Magyar Kupa 2025,listed-wcs-magyar-kupa,scoringdance,review series identity",[2025]
[],WCS Party (Trial Event),"[""snap_20260913T055309Z_e2e9db9abb1c""]","WCS Party (Trial Event),listed-wcs-party-trial-event,wsdc_calendar,review series identity",[2024]
[],WCS Party in Vienna,"[""de51b1e142624d9a854864ae05264d1b""]","WCS Party in Vienna,listed-wcs-party-in-vienna,wsdc_calendar,review series identity",[2026]
[],WCSParty 2024,"[""snap_20260910T063312Z_403f2774cce8""]","WCSParty 2024,listed-wcsparty,scoringdance,review series identity",[2024]
[],WCSParty 2025,"[""snap_20260910T054248Z_38b636bf13ef""]","WCSParty 2025,listed-wcsparty,scoringdance,review series identity",[2025]
[],WEST COAST SWING BUDAFEST,"[""snap_20260913T052910Z_44c788523cf4"", ""snap_20260913T052930Z_9938b86a7094""]","WEST COAST SWING BUDAFEST,listed-west-coast-swing-budafest,wsdc_newsletter,review series identity","[2017, 2018]"
[],WESTCÂMBIO BRAZIL,"[""snap_20260913T053153Z_b3d4d7e4936b""]","WESTCÂMBIO BRAZIL,listed-westcambio-brazil,wsdc_newsletter,review series identity",[2019]
[],WESTIE ANGELS,"[""snap_20260913T052950Z_43d0406b9025"", ""snap_20260913T053204Z_ea0a1cfa6f68"", ""snap_20260913T053253Z_e19d60bb1ba4""]","WESTIE ANGELS,listed-westie-angels,wsdc_newsletter,review series identity","[2017, 2018, 2019]"
[],WSDC test,"[""snap_20260913T051234Z_f0158d065885""]","WSDC test,listed-wsdc-test,wsdc_calendar,review series identity",[2017]
[],WSDC test one,"[""snap_20260913T051244Z_a3c08b0b73ee""]","WSDC test one,listed-wsdc-test-one,wsdc_calendar,review series identity",[2018]
[],Warsaw Halloween Swing (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","Warsaw Halloween Swing (Cancelled due to Covid-19),listed-warsaw-halloween-swing-cancelled-due-to-covid-19,wsdc_calendar,review series identity",[2020]
[],West Coast Dance Challenge,"[""snap_20260913T050533Z_9b70788c5a8a""]","West Coast Dance Challenge,listed-west-coast-dance-challenge,swingdancecouncil,review series identity",[2011]
[],West Coast Dance Challenge Seattle Super Swing Weekend,"[""snap_20260913T050503Z_1dc9d7a88150""]","West Coast Dance Challenge Seattle Super Swing Weekend,listed-west-coast-dance-challenge-seattle-super-swing-weekend,swingdancecouncil,review series identity",[2010]
[],West Coast Swing & Country Challenge,"[""snap_20260913T050903Z_eeca76f57b94""]","West Coast Swing & Country Challenge,listed-west-coast-swing-country-challenge,swingdancecouncil,review series identity",[2015]
