cancelled,end_date,event_key,in_published_events,lead_only_warning,name,period,possible_published_matches,research_confidence,research_edition_held,research_flags,research_has_results,research_platform,research_results_url,research_status
False,2026-03-29,2026-03-h-town-throw-down,True,research lead; not accepted source evidence,H-Town Throw Down,past,2026-03-h-town-throw-down,high,,,true,eepro,https://eepro.com/results/event.php?event=htown2026,ended
False,2026-03-09,2026-03-high-desert-dance-classic,False,research lead; not accepted source evidence,High Desert Dance Classic,past,,medium,,,true,event_website,https://highdesertdanceclassic.com/pages/results/Default.asp,ended
False,2026-03-23,2026-03-king-swing,True,research lead; not accepted source evidence,King Swing,past,,high,,,true,scoring.dance,https://scoring.dance/enUS/events/373/results/,ended
False,2026-03-09,2026-03-madjam-mid-atlantic-dance-jam,False,research lead; not accepted source evidence,MADjam (Mid Atlantic Dance Jam),past,,high,,,true,eepro,https://eepro.com/results/event.php?event=madjam2026,ended
False,2026-03-01,2026-03-new-york-flow-festival,True,research lead; not accepted source evidence,New York Flow Festival,past,2026-03-new-york-flow-festival,high,,event-trial,true,eepro,https://eepro.com/results/flowfest2026/jjfinals.html,ended
False,2026-03-01,2026-03-rose-city-swing,False,research lead; not accepted source evidence,Rose City Swing,past,,high,,,true,scoring.dance,https://scoring.dance/enUS/events/297/results/,ended
False,2026-03-02,2026-03-southern-lights-swing,False,research lead; not accepted source evidence,Southern Lights Swing,past,,medium,,event-trial,true,danceconvention.net,https://danceconvention.net/eventdirector/en/eventpage/300766630/results,ended
False,2026-03-08,2026-03-swingvasion,False,research lead; not accepted source evidence,Swingvasion,past,,high,,,true,danceconvention.net,https://danceconvention.net/eventdirector/en/eventpage/300797311/results,ended
False,2026-03-30,2026-03-the-boston-tea-party,False,research lead; not accepted source evidence,The Boston Tea Party,past,,high,,,true,eepro,https://eepro.com/results/btp2026/wcsjjfinals.html,ended
False,2026-03-22,2026-03-the-chicago-classic,True,research lead; not accepted source evidence,The Chicago Classic,past,,high,,,true,worlddanceregistry,https://scores.worlddanceregistry.com/82823d87-cacf-11f0-9a29-0aa72bbce9ea/awards,ended
False,2026-03-30,2026-03-uk-west-coast-swing-championships,True,research lead; not accepted source evidence,UK West Coast Swing Championships,past,,high,,,true,scoring.dance,https://scoring.dance/enUS/events/382/results/,ended
False,2026-03-15,2026-03-west-in-lyon,True,research lead; not accepted source evidence,West In Lyon,past,,high,,,true,scoring.dance,https://scoring.dance/enUS/events/337/results/,ended
False,2026-03-15,2026-03-westie-spring-thing,True,research lead; not accepted source evidence,Westie Spring Thing,past,,high,,,true,scoring.dance,https://scoring.dance/enUS/events/381/results/,ended
False,2026-04-19,2026-04-asia-wcs-open,True,research lead; not accepted source evidence,Asia WCS Open XIII,past,,high,,,true,scoring.dance,https://scoring.dance/enUS/events/333/results/,ended
False,2026-04-12,2026-04-calgary-dance-stampede,False,research lead; not accepted source evidence,Calgary Dance Stampede,past,,medium,,,true,event_website,https://calgarydancestampede.com/results/,ended
False,2026-04-12,2026-04-city-of-angels-wcs,True,research lead; not accepted source evidence,City of Angels WCS,past,,high,,,true,scoring.dance,https://scoring.dance/enUS/events/315/results/,ended
False,2026-04-26,2026-04-detonation-dance,True,research lead; not accepted source evidence,Detonation Dance,past,,high,,,true,scoring.dance,https://scoring.dance/enUS/events/389/results/,ended
False,2026-04-05,2026-04-easter-swing,True,research lead; not accepted source evidence,Easter Swing 2026,past,,high,,,true,scoring.dance,https://scoring.dance/enUS/events/327/results/,ended
False,2026-04-26,2026-04-honey-fest,False,research lead; not accepted source evidence,HONEY FEST,past,,high,,,true,danceconvention.net,https://danceconvention.net/eventdirector/en/eventpage/301107621/results,ended
False,2026-04-12,2026-04-korean-open-wcs-championships,False,research lead; not accepted source evidence,KOREAN OPEN WCS CHAMPIONSHIPS,past,,high,,,true,scoring.dance,https://scoring.dance/enUS/events/340/results/,ended
False,2026-04-27,2026-04-slovenian-open,True,research lead; not accepted source evidence,Slovenian Open,past,,high,,,true,scoring.dance,https://scoring.dance/enUS/events/404/results/,ended
False,2026-04-19,2026-04-swing-in-bloom,True,research lead; not accepted source evidence,Swing in Bloom,past,,medium,,event-trial,true,worlddanceregistry,https://scores.worlddanceregistry.com/1bfd3bb1-4262-11f0-9a29-0aa72bbce9ea,ended
False,2026-04-12,2026-04-swing-in-capital,True,research lead; not accepted source evidence,Swing In Capital,past,,high,,event-trial,true,scoring.dance,https://scoring.dance/enUS/events/291/results/,ended
False,2026-04-26,2026-04-swingin-festival,True,research lead; not accepted source evidence,SwingIN Festival,past,,high,,,true,scoring.dance,https://scoring.dance/enUS/events/356/results/,ended
False,2026-04-26,2026-04-swingover,True,research lead; not accepted source evidence,Swingover,past,2026-04-swingover,high,,,true,eepro,https://eepro.com/results/event.php?event=swingover2026,ended
False,2026-04-05,2026-04-tulsa-spring-swing,True,research lead; not accepted source evidence,Tulsa Spring Swing,past,2026-04-tulsa-spring-swing,high,,,true,eepro,https://eepro.com/results/tulsa2026/jjfinals.html,ended
False,2026-04-12,2026-04-westy-nantes,True,research lead; not accepted source evidence,WESTY NANTES,past,,high,,,true,scoring.dance,https://scoring.dance/enUS/events/338/results/,ended
False,2026-05-03,2026-05-beemad,True,research lead; not accepted source evidence,BeeMAD,past,,high,,,true,scoring.dance,https://scoring.dance/enUS/events/372/results/,ended
False,2026-05-18,2026-05-canadian-swing-championships,False,research lead; not accepted source evidence,Canadian Swing Championships,past,,high,yes,,false,not_found,,ended
False,2026-05-18,2026-05-french-open-wcs,False,research lead; not accepted source evidence,French Open WCS,past,,high,,,true,scoring.dance,https://scoring.dance/enUS/events/391/results/,ended
False,2026-05-17,2026-05-gateway-swing-classic,True,research lead; not accepted source evidence,Gateway Swing Classic,past,2026-05-gateway-swing-classic,high,,,true,eepro,https://eepro.com/results/event.php?event=gateway2026,ended
False,2026-05-24,2026-05-hungarian-open,True,research lead; not accepted source evidence,Hungarian Open,past,,high,,,true,scoring.dance,https://scoring.dance/enUS/events/415/results/,ended
False,2026-05-11,2026-05-med-in-swing,True,research lead; not accepted source evidence,Med in Swing,past,,high,,,true,scoring.dance,https://scoring.dance/enUS/events/395/results/,ended
False,2026-05-31,2026-05-michigan-classic,True,research lead; not accepted source evidence,Michigan Classic,past,2026-05-michigan-classic,high,,,true,eepro,https://eepro.com/results/event.php?event=michiganclassic2026,ended
False,2026-05-31,2026-05-nanaimo-dance-fusion,True,research lead; not accepted source evidence,Nanaimo Dance Fusion,past,,high,,,true,scoring.dance,https://scoring.dance/enUS/events/405/results/,ended
False,2026-05-04,2026-05-nordic-wcs-championships,False,research lead; not accepted source evidence,Nordic WCS Championships,past,,high,,,true,scoring.dance,https://scoring.dance/enUS/events/407/results/,ended
False,2026-05-11,2026-05-som-swing-of-music,False,research lead; not accepted source evidence,SOM-Swing of Music,past,,high,,,true,scoring.dance,https://scoring.dance/enUS/events/409/results/,ended
False,2026-05-17,2026-05-soswing,False,research lead; not accepted source evidence,SOswing,past,,high,,,true,scoring.dance,https://scoring.dance/enUS/events/332/results/,ended
False,2026-05-04,2026-05-spring-time-swing,False,research lead; not accepted source evidence,Spring Time Swing,past,,high,,,true,scoring.dance,https://scoring.dance/enUS/events/383/results/,ended
False,2026-05-03,2026-05-swingin-into-spring,True,research lead; not accepted source evidence,Swingin' Into Spring,past,2026-05-swingin-into-spring,high,,,true,event_website,https://sis.djkenm.com/compresults.html,ended
False,2026-05-18,2026-05-swingsation,False,research lead; not accepted source evidence,Swingsation 2026,past,,high,,,true,danceconvention.net,https://danceconvention.net/eventdirector/en/eventpage/300760260-swingsation-2026/results,ended
False,2026-05-16,2026-05-texas-classic,False,research lead; not accepted source evidence,Texas Classic,past,,medium,,,true,other,https://ucwdc.org/competitors/results/,ended
False,2026-05-25,2026-05-usa-grand-national-dance-championships,False,research lead; not accepted source evidence,USA Grand National Dance Championships,past,,high,,,true,eepro,https://eepro.com/results/event.php?event=grandnationals2026,ended
